,OBJECTID,CATEGORIA,NOMBRE,ABREVIADO,ID_DISTRITO,PROPIETARIO,SHAPE
239,248,NO CATÓLICA,CENTRO CRISTIANO PENIEL,PENIEL,10,PRIVADO,"{'rings': [[[487834.30819999985, 1097715.3619], [487832.9168999996, 1097714.1904000007], [487828.31149999984, 1097708.8279], [487825.7248999998, 1097703.5916000009], [487824.90479999967, 1097703.4655000009], [487820.2363, 1097706.1151], [487820.8672000002, 1097707.1875999998], [487815.4417000003, 1097709.7741999999], [487815.9463999998, 1097710.9098000005], [487795.1277999999, 1097723.3783999998], [487801.5904000001, 1097734.351399999], [487834.30819999985, 1097715.3619]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
240,249,NO CATÓLICA,IGLESIA CLÍNICA DE ALMAS,CLÍNICA DE ALMAS,10,PRIVADO,"{'rings': [[[488211.3783999998, 1096712.1467000004], [488212.6939000003, 1096705.3279999997], [488209.08270000014, 1096697.2949], [488203.25549999997, 1096696.3550000004], [488203.94799999986, 1096691.955600001], [488192.7268000003, 1096689.2589999996], [488191.9129999997, 1096688.3531], [488190.6612, 1096696.3081], [488200.38889999967, 1096698.0938000008], [488199.91899999976, 1096700.772500001], [488179.1476999996, 1096696.7310000006], [488177.0245000003, 1096713.9474], [488206.4183, 1096717.9167999998], [488207.41449999996, 1096711.3539000005], [488211.3783999998, 1096712.1467000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
241,250,NO CATÓLICA,SALON DEL REINO DE LOS TESTIGOS DE JEHOVÁ,TESTIGOS DE JEHOVÁ,10,PRIVADO,"{'rings': [[[487725.5725999996, 1096998.570699999], [487728.8158, 1096989.3399999999], [487733.47279999964, 1096991.0032000002], [487734.8865, 1096987.9262000006], [487724.57469999976, 1096984.0176999997], [487723.6599000003, 1096986.0135999992], [487706.20720000006, 1096980.1424000002], [487703.1194000002, 1096990.2546999995], [487702.6205000002, 1096990.171599999], [487701.5394000001, 1096993.3315999992], [487706.11319999956, 1096994.7454000004], [487706.8616000004, 1096992.0842000004], [487725.5725999996, 1096998.570699999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
242,251,NO CATÓLICA,IGLESIA NO CATÓLICA,IGLESIA NO CATÓLICA,10,PRIVADO,"{'rings': [[[488218.9912999999, 1096240.5848999992], [488214.04480000027, 1096265.4506], [488226.62990000006, 1096267.7948000003], [488228.1116000004, 1096268.0050000008], [488229.4347000001, 1096268.3739999998], [488230.8103, 1096268.3197000008], [488231.76240000036, 1096268.0011999998], [488232.5557000004, 1096267.6300000008], [488233.3485000003, 1096266.7827000003], [488233.9293999998, 1096265.6709000003], [488234.40270000044, 1096262.9189999998], [488237.50829999987, 1096247.360200001], [488237.5602000002, 1096246.2489], [488237.1350999996, 1096244.609099999], [488236.4462000001, 1096243.6044999994], [488235.59920000006, 1096243.1292000003], [488231.1536999997, 1096242.1284999996], [488225.67650000006, 1096241.2347], [488223.4009999996, 1096240.9196000006], [488218.9912999999, 1096240.5848999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
243,252,NO CATÓLICA,CENTRO EVANGÉLICO INTERNACIONAL LA COSECHA,LA COSECHA,10,PRIVADO,"{'rings': [[[489169.76099999994, 1096181.6675000004], [489165.8646999998, 1096181.9239000008], [489158.45519999973, 1096182.4114999995], [489157.6002000002, 1096182.6322000008], [489155.1246999996, 1096182.832800001], [489157.00879999995, 1096203.1612], [489173.20129999984, 1096202.4203999992], [489172.77799999993, 1096196.9169999994], [489170.3437999999, 1096196.9169999994], [489169.76099999994, 1096181.6675000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
244,253,NO CATÓLICA,CENTRO EVANGÉLICO INTERNACIONAL LA COSECHA,LA COSECHA,10,PRIVADO,"{'rings': [[[489209.06039999984, 1096179.0727999993], [489193.06740000006, 1096180.1339999996], [489186.42760000005, 1096180.5709000006], [489178.90220000036, 1096181.0660999995], [489177.6847000001, 1096181.1461999994], [489178.4929999998, 1096194.4828999992], [489208.97310000006, 1096192.2602999993], [489209.06039999984, 1096179.0727999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
245,254,NO CATÓLICA,CENTRO EVANGÉLICO INTERNACIONAL LA COSECHA,LA COSECHA,10,PRIVADO,"{'rings': [[[489203.10830000043, 1096202.3259999994], [489202.62310000043, 1096195.4353999998], [489198.28390000015, 1096195.7529000007], [489198.03890000004, 1096193.0576000009], [489180.1863000002, 1096194.3594000004], [489180.1863000002, 1096198.0812], [489176.1646999996, 1096198.2928999998], [489176.1646999996, 1096204.0426000003], [489176.92569999956, 1096203.9765000008], [489186.92179999966, 1096203.3202], [489203.10830000043, 1096202.3259999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
246,255,NO CATÓLICA,IGLESIA NO CATÓLICA,IGLESIA NO CATÓLICA,10,PRIVADO,"{'rings': [[[488624.94460000005, 1096114.981899999], [488608.75320000015, 1096120.1066999994], [488612.9354999997, 1096132.0176999997], [488619.54590000026, 1096129.6866999995], [488619.9996999996, 1096131.4108000007], [488629.43680000026, 1096127.9626000002], [488629.36670000013, 1096127.7313], [488624.94460000005, 1096114.981899999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
247,256,NO CATÓLICA,IGLESIA SALVACIÓN Y ALABANZA,SALVACIÓN Y ALABANZA,10,PRIVADO,"{'rings': [[[488701.01549999975, 1096279.4265], [488695.8849999998, 1096264.4374000002], [488685.7492000004, 1096267.9441], [488690.57180000003, 1096283.0463999994], [488701.01549999975, 1096279.4265]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
248,257,CATÓLICA,IGLESIA SAGRADO CORAZÓN DE JESÚS,IGLESIA SAGRADO CORAZÓN DE JESÚS,10,ESTADO,"{'rings': [[[489455.27720000036, 1096483.1118], [489450.40579999983, 1096470.4461000003], [489457.3598999996, 1096467.7542000003], [489460.5005000001, 1096474.9326000009], [489469.4735000003, 1096471.7919999994], [489466.6694, 1096464.950099999], [489456.3503999999, 1096439.0405000001], [489447.15309999976, 1096442.8540000003], [489450.6300999997, 1096451.4904999994], [489429.0948000001, 1096460.351399999], [489427.7489, 1096456.9865000006], [489421.46779999975, 1096459.6784000006], [489420.45830000006, 1096456.3136], [489411.37310000043, 1096459.6784000006], [489413.27990000043, 1096465.0623000003], [489414.9622999998, 1096464.6136000007], [489416.08389999997, 1096467.9784999993], [489412.4946999997, 1096469.548800001], [489419.78529999964, 1096486.5976], [489411.9338999996, 1096489.5138000008], [489414.8501000004, 1096495.9070999995], [489417.4298999999, 1096496.2435999997], [489418.29119999986, 1096497.7939999998], [489455.27720000036, 1096483.1118]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
249,258,CATÓLICA,IGLESIA SAGRADO CORAZÓN DE JESÚS - CASA CURAL,IGLESIA SAGRADO CORAZÓN DE JESÚS ,10,ESTADO,"{'rings': [[[489486.3594000004, 1096470.7732999995], [489485.4006000003, 1096467.4177], [489490.3733999999, 1096465.4286000002], [489482.9606999997, 1096447.489600001], [489475.53029999975, 1096450.4811000004], [489479.23170000035, 1096459.0055], [489476.5398000004, 1096460.351399999], [489477.32490000036, 1096461.5852000006], [489470.483, 1096464.2771000005], [489474.7181000002, 1096475.3945000004], [489486.3594000004, 1096470.7732999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
250,259,CATÓLICA,IGLESIA SAGRADO CORAZÓN DE JESÚS - CAPILLA,IGLESIA SAGRADO CORAZÓN DE JESÚS ,10,ESTADO,"{'rings': [[[489482.67569999956, 1096446.7996999994], [489479.74849999975, 1096439.716], [489478.89520000014, 1096440.049900001], [489475.19379999954, 1096430.7403999995], [489469.5856999997, 1096433.2080000006], [489473.06269999966, 1096442.1809999999], [489460.94909999985, 1096447.4527000003], [489463.6409999998, 1096454.6311000008], [489482.67569999956, 1096446.7996999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
251,260,NO CATÓLICA,IGLESIA BAUTISTA EMANUEL,BAUTISTA EMANUEL,10,PRIVADO,"{'rings': [[[489047.0915999999, 1096582.7541000005], [489046.8546000002, 1096574.5787000004], [489054.5826000003, 1096574.5787000004], [489054.26300000027, 1096568.3991], [489046.55840000045, 1096568.1805000007], [489045.966, 1096551.9482000005], [489029.73369999975, 1096552.5998999998], [489029.79289999977, 1096558.4056000002], [489026.7122999998, 1096558.4648000002], [489026.41610000003, 1096551.355799999], [489018.6553999996, 1096551.8890000004], [489019.48479999974, 1096578.4294000007], [489018.2131000003, 1096578.4294000007], [489018.5368999997, 1096583.2873], [489027.8378999997, 1096582.7541000005], [489027.36400000006, 1096573.4530999996], [489030.2076000003, 1096573.4530999996], [489030.7407999998, 1096583.7019999996], [489047.0915999999, 1096582.7541000005]], [[489030.1484000003, 1096570.4317000005], [489027.1211000001, 1096570.5397999994], [489026.94930000044, 1096561.663899999], [489029.79289999977, 1096561.5453999992], [489030.1484000003, 1096570.4317000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
252,261,NO CATÓLICA,IGLESIA BAUTISTA EMANUEL,BAUTISTA EMANUEL,10,PRIVADO,"{'rings': [[[489031.21470000036, 1096534.4124999996], [489029.6151999999, 1096511.3081], [489015.6341000004, 1096512.9076000005], [489017.51379999984, 1096535.170499999], [489031.21470000036, 1096534.4124999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
253,262,NO CATÓLICA,IGLESIA BAUTISTA EMANUEL,BAUTISTA EMANUEL,10,PRIVADO,"{'rings': [[[489035.5394000001, 1096502.8957000002], [489033.52520000003, 1096491.8767000008], [489015.5747999996, 1096495.3719999995], [489017.3173000002, 1096505.8849], [489035.5394000001, 1096502.8957000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
254,263,NO CATÓLICA,IGLESIA FUEGO SANTO,FUEGO SANTO,10,PRIVADO,"{'rings': [[[489189.9570000004, 1096631.0382000003], [489181.9704999998, 1096631.3904999997], [489182.03670000006, 1096630.6629000008], [489180.2977999998, 1096630.7622999996], [489180.5220999997, 1096637.3226999994], [489181.3328999998, 1096653.4318000004], [489181.81230000034, 1096662.9562], [489181.92349999957, 1096665.1665000003], [489186.4445000002, 1096665.4919000007], [489186.26999999955, 1096661.4208000004], [489191.37129999977, 1096661.1656999998], [489189.9570000004, 1096631.0382000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
255,264,NO CATÓLICA,IGLESIA MINISTERIOS CASA GRANDE,MINISTERIOS CASA GRANDE,10,PRIVADO,"{'rings': [[[488974.59410000034, 1096655.4629999995], [488969.5789000001, 1096656.6056999993], [488954.3562000003, 1096659.977499999], [488957.3479000004, 1096673.9165000003], [488957.64719999954, 1096675.3109000009], [488978.3596999999, 1096670.9765000008], [488974.59410000034, 1096655.4629999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
256,265,NO CATÓLICA,IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,MORMONES,10,PRIVADO,"{'rings': [[[488820.3837000001, 1096759.4448000006], [488818.3200000003, 1096745.4748], [488795.69799999986, 1096747.9353999998], [488797.4294999996, 1096761.7871000003], [488820.3837000001, 1096759.4448000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
257,266,NO CATÓLICA,IGLESIA INTERNACIONAL JEHOVÁ SANA,JEHOVÁ SANA,10,PRIVADO,"{'rings': [[[488901.2494000001, 1096875.2787999995], [488902.08359999955, 1096875.0513000004], [488902.43209999986, 1096876.6855999995], [488916.1381999999, 1096873.5620000008], [488915.26580000017, 1096870.4294000007], [488914.10890000034, 1096870.7254000008], [488913.53839999996, 1096868.2785999998], [488900.29590000026, 1096871.1862000003], [488900.78670000006, 1096873.0943999998], [488901.2494000001, 1096875.2787999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
258,267,NO CATÓLICA,IGLESIA NO CATÓLICA,IGLESIA NO CATÓLICA,10,PRIVADO,"{'rings': [[[488796.79530000035, 1096955.3173999991], [488797.3931999998, 1096970.6644000001], [488820.30090000015, 1096968.2062], [488819.60809999984, 1096965.1842], [488818.16330000013, 1096958.8823000006], [488817.96389999986, 1096958.0127000008], [488814.1902999999, 1096958.0165], [488807.31489999965, 1096958.023600001], [488804.33910000045, 1096957.7093000002], [488803.8613, 1096957.5409999993], [488797.2993999999, 1096955.229699999], [488796.79530000035, 1096955.3173999991]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
259,268,NO CATÓLICA,IGLESIA BÍBLICA BAUTISTA,BÍBLICA BAUTISTA,10,PRIVADO,"{'rings': [[[488701.7539999997, 1097055.9199], [488704.20880000014, 1097066.7616000008], [488718.71470000036, 1097064.0371000003], [488717.7390999999, 1097059.4553999994], [488716.4924999997, 1097053.6007000003], [488716.27240000013, 1097053.0604999997], [488701.7539999997, 1097055.9199]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
260,269,NO CATÓLICA,IGLESIA BÍBLICA BAUTISTA,BÍBLICA BAUTISTA,10,PRIVADO,"{'rings': [[[488704.2171, 1097066.7599999998], [488708.01549999975, 1097084.9196000006], [488711.71970000025, 1097084.0199999996], [488712.6353000002, 1097087.8905999996], [488723.3496000003, 1097085.7928999998], [488723.1409999998, 1097084.8151999991], [488722.1018000003, 1097079.9443999995], [488721.79729999974, 1097078.5146999992], [488720.3540000003, 1097071.7360999994], [488719.02770000044, 1097065.5074000005], [488718.71470000036, 1097064.0371000003], [488704.2171, 1097066.7599999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
261,270,NO CATÓLICA,SALON DEL REINO DE LOS TESTIGOS DE JEHOVÁ,TESTIGOS DE JEHOVÁ,10,PRIVADO,"{'rings': [[[488792.3542999998, 1097053.455], [488791.53309999965, 1097048.9627999999], [488795.5537999999, 1097048.3175000008], [488794.8354000002, 1097044.8599999994], [488790.5806, 1097045.682], [488790.15940000024, 1097043.9127999991], [488763.7690000003, 1097049.7215], [488764.3799999999, 1097052.4505000003], [488764.96740000043, 1097055.0736999996], [488765.7703999998, 1097058.761], [488765.92619999964, 1097059.4765000008], [488792.3542999998, 1097053.455]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
262,271,NO CATÓLICA,IGLESIA PENTECOSTAL LATINOAMERICANA,PENTECOSTAL LATINOAMERICANA,10,PRIVADO,"{'rings': [[[489428.1741000004, 1096942.1795000006], [489422.21050000004, 1096945.6646999996], [489429.7368999999, 1096959.2280000001], [489436.05700000003, 1096955.8619999997], [489428.1741000004, 1096942.1795000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
263,272,NO CATÓLICA,IGLESIA CRISTIANA EL RENUEVO,CRISTIANA EL RENUEVO,10,PRIVADO,"{'rings': [[[489403.1387, 1097121.0150000006], [489401.4321999997, 1097113.7125000004], [489392.3833999997, 1097116.1731000002], [489394.30150000006, 1097123.923800001], [489399.9637000002, 1097122.7215999998], [489399.8049999997, 1097121.9277999997], [489403.1387, 1097121.0150000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
264,273,NO CATÓLICA,IGLESIA CRISTIANA EL RENUEVO,CRISTIANA EL RENUEVO,10,PRIVADO,"{'rings': [[[489411.98649999965, 1097161.9145999998], [489410.5033999998, 1097159.3091000002], [489407.27550000045, 1097159.3091000002], [489407.32519999985, 1097164.9308000002], [489411.98649999965, 1097161.9145999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
265,274,NO CATÓLICA,IGLESIA CRISTIANA EL RENUEVO,CRISTIANA EL RENUEVO,10,PRIVADO,"{'rings': [[[489413.59979999997, 1097154.335000001], [489408.6513, 1097154.335000001], [489408.7571999999, 1097145.8683000002], [489382.5104, 1097145.4978999998], [489382.24590000045, 1097165.7650000006], [489383.4628999997, 1097169.8396000005], [489388.2786999997, 1097177.2550000008], [489407.32519999985, 1097164.9308000002], [489407.27550000045, 1097159.3091000002], [489410.5033999998, 1097159.3091000002], [489411.98649999965, 1097161.9145999998], [489415.03729999997, 1097159.9406000003], [489413.59979999997, 1097154.335000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
266,275,NO CATÓLICA,IGLESIA CRISTIANA EL RENUEVO,CRISTIANA EL RENUEVO,10,PRIVADO,"{'rings': [[[489382.45550000016, 1097149.7054999992], [489378.2929999996, 1097149.6570999995], [489378.18709999975, 1097155.5308999997], [489382.3794999998, 1097155.5308999997], [489382.45550000016, 1097149.7054999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
267,276,CATÓLICA,IGLESIA MARÍA REINA,IGLESIA MARÍA REINA,10,ESTADO,"{'rings': [[[489145.5798000004, 1097186.9647000004], [489143.8093999997, 1097178.5250000004], [489141.2019999996, 1097166.0950000007], [489129.8797000004, 1097168.0300999992], [489125.5943999998, 1097168.5107000005], [489121.62590000033, 1097168.3561000004], [489120.72020000033, 1097168.2484000009], [489122.36870000046, 1097176.5879999995], [489110.40950000007, 1097179.7630000003], [489112.2087000003, 1097190.0287999995], [489108.61039999966, 1097190.8754999992], [489109.24540000036, 1097193.732999999], [489113.5844999999, 1097193.0979999993], [489114.21949999966, 1097195.3204999994], [489145.5798000004, 1097186.9647000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
268,277,CATÓLICA,IGLESIA NUESTRA SEÑORA DE GUADALUPE,IGLESIA NUESTRA SRA. DE GUADALUPE,10,ESTADO,"{'rings': [[[488067.28390000015, 1097557.5855], [488058.1755999997, 1097537.2678999994], [488026.0641999999, 1097550.7640000004], [488035.4840000002, 1097571.7265000008], [488067.28390000015, 1097557.5855]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
269,278,CATÓLICA,IGLESIA NUESTRA SEÑORA DE GUADALUPE,IGLESIA NUESTRA SRA. DE GUADALUPE,10,ESTADO,"{'rings': [[[488075.8417999996, 1097553.3736000005], [488074.00490000006, 1097548.7106999997], [488065.15220000036, 1097552.1029000003], [488067.18649999984, 1097556.7591999993], [488073.5314999996, 1097554.2773000002], [488075.8417999996, 1097553.3736000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
270,279,CATÓLICA,IGLESIA SANTÍSIMA TRINIDAD,IGLESIA SANTÍSIMA TRINIDAD,10,ESTADO,"{'rings': [[[487593.5758999996, 1097557.740700001], [487573.34240000043, 1097524.5117000006], [487555.9297000002, 1097534.9915999994], [487574.32940000016, 1097568.5976999998], [487593.5758999996, 1097557.740700001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
271,280,CATÓLICA,IGLESIA SANTÍSIMA TRINIDAD - CASA CURAL,IGLESIA SANTÍSIMA TRINIDAD ,10,ESTADO,"{'rings': [[[487564.31709999964, 1097494.2924000006], [487546.0354000004, 1097504.2782000005], [487548.83189999964, 1097507.8971999995], [487547.68039999995, 1097508.7196999993], [487554.58939999994, 1097520.3991999999], [487561.4983999999, 1097516.451199999], [487564.9315999998, 1097520.5996000003], [487576.18680000026, 1097514.2226], [487572.6217, 1097508.1009999998], [487564.31709999964, 1097494.2924000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
272,281,NO CATÓLICA,IGLESIA DE CRISTO HATILLO,IGLESIA DE CRISTO,10,PRIVADO,"{'rings': [[[489243.72250000015, 1095979.3862999994], [489244.9173999997, 1095980.7539000008], [489241.47780000046, 1095983.2410000004], [489244.3244000003, 1095987.1822999995], [489256.85830000043, 1095978.5636], [489252.68759999983, 1095973.1383999996], [489252.35560000036, 1095972.7064999994], [489243.72250000015, 1095979.3862999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
273,282,NO CATÓLICA,IGLESIA DE CRISTO HATILLO,IGLESIA DE CRISTO,10,PRIVADO,"{'rings': [[[489236.7372000003, 1095976.7062], [489237.35030000005, 1095977.4200999998], [489240.15490000043, 1095975.3035000004], [489243.72250000015, 1095979.3862999994], [489252.35560000036, 1095972.7064999994], [489248.3454, 1095967.4899000004], [489236.7372000003, 1095976.7062]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
274,283,NO CATÓLICA,IGLESIA CIUDAD DE DIOS,CIUDAD DE DIOS,10,PRIVADO,"{'rings': [[[489690.3858000003, 1096007.6100999992], [489666.25569999963, 1095947.2850000001], [489586.71439999994, 1095982.0582999997], [489612.0689000003, 1096042.5351999998], [489690.3858000003, 1096007.6100999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
275,284,NO CATÓLICA,IGLESIA ADVENTISTA DEL SÉPTIMO DÍA,ADVENTISTA DEL SÉPTIMO DÍA,10,PRIVADO,"{'rings': [[[489190.5301000001, 1096779.198999999], [489185.3197999997, 1096779.9112], [489176.35479999986, 1096781.3355999999], [489182.85529999994, 1096818.4265], [489197.1246999996, 1096816.2606000006], [489190.5301000001, 1096779.198999999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
276,285,NO CATÓLICA,IGLESIA EVANGÉLICA EVEN-EZER,EVEN-EZER,10,PRIVADO,"{'rings': [[[489000.7803999996, 1096965.4157999996], [488991.4606999997, 1096950.1689], [488993.97559999954, 1096948.5395], [488985.5387000004, 1096936.103599999], [488981.61959999986, 1096937.1416999996], [488975.5773, 1096938.7422000002], [488969.2424999997, 1096940.4200999998], [488968.5536000002, 1096940.6026000008], [488988.1749999998, 1096971.1465000007], [488996.26860000007, 1096967.4736000001], [489000.7803999996, 1096965.4157999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
277,286,CATÓLICA,SEMINARIO MAYOR,SEMINARIO MAYOR,11,ESTADO,"{'rings': [[[491599.79760000017, 1095814.710000001], [491643.30709999986, 1095807.2693000007], [491649.48670000024, 1095797.3061999995], [491647.59499999974, 1095782.1724999994], [491636.1185999997, 1095774.2272999994], [491628.5516999997, 1095774.8578999992], [491628.93010000046, 1095776.4974000007], [491598.15809999965, 1095780.9113999996], [491597.77979999967, 1095779.2719], [491593.1135999998, 1095780.2807999998], [491593.1135999998, 1095781.9202999994], [491591.7263000002, 1095781.9202999994], [491589.8345999997, 1095784.9470000006], [491590.2128999997, 1095790.4960999992], [491588.69959999993, 1095791.0004999992], [491590.59130000044, 1095805.3775999993], [491593.2396999998, 1095805.3775999993], [491593.7440999998, 1095810.296], [491597.14919999987, 1095813.0704999994], [491599.4193000002, 1095813.1966999993], [491599.79760000017, 1095814.710000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
278,287,CATÓLICA,SEMINARIO MAYOR,SEMINARIO MAYOR,11,ESTADO,"{'rings': [[[491552.5992999999, 1095750.5054000001], [491571.4139999999, 1095746.2696000002], [491571.11849999987, 1095745.5801], [491572.79310000036, 1095745.1860000007], [491572.39910000004, 1095742.9203999992], [491574.0736999996, 1095742.7234000005], [491568.26180000044, 1095721.3475000001], [491570.0349000003, 1095719.771400001], [491571.4139999999, 1095719.3772999998], [491572.3005999997, 1095717.3087000009], [491588.5541000003, 1095713.072899999], [491587.37210000027, 1095708.7386000007], [491571.4139999999, 1095712.9744000006], [491569.4439000003, 1095712.3834000006], [491568.16330000013, 1095712.8759000003], [491566.09470000025, 1095711.2997999992], [491561.07079999987, 1095689.6283999998], [491535.55759999994, 1095694.7507000007], [491541.66509999987, 1095721.1504999995], [491543.63520000037, 1095720.5593999997], [491544.12770000007, 1095722.825099999], [491546.2291000001, 1095730.7523999996], [491544.9749999996, 1095730.9614000004], [491549.051, 1095748.9375], [491550.4255999997, 1095748.541099999], [491550.9321999997, 1095750.6097], [491552.2907999996, 1095750.1916000005], [491552.5992999999, 1095750.5054000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
279,288,CATÓLICA,SEMINARIO MAYOR,SEMINARIO MAYOR,11,ESTADO,"{'rings': [[[491632.0251000002, 1095693.0167999994], [491628.05119999964, 1095700.2759000007], [491625.34169999976, 1095704.4633000009], [491657.3629999999, 1095723.9223999996], [491664.01350000035, 1095712.5918000005], [491632.0251000002, 1095693.0167999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
280,289,CATÓLICA,SEMINARIO MAYOR,SEMINARIO MAYOR,11,ESTADO,"{'rings': [[[491641.1059999997, 1095678.5999999996], [491635.55370000005, 1095688.1394999996], [491667.4620000003, 1095707.6654000003], [491674.1124999998, 1095697.8127999995], [491641.1059999997, 1095678.5999999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
281,290,CATÓLICA,SEMINARIO MAYOR,SEMINARIO MAYOR,11,ESTADO,"{'rings': [[[491607.6069, 1095705.6949000005], [491609.57739999983, 1095702.4927999992], [491615.2427000003, 1095705.202299999], [491620.9079999998, 1095696.0885000005], [491623.6721000001, 1095697.708900001], [491636.2412999999, 1095676.4112], [491633.3309000004, 1095674.4267999995], [491637.5641999999, 1095667.1508000009], [491642.3376000002, 1095669.7325999998], [491644.5544999996, 1095667.0230999999], [491652.1902999999, 1095671.7030999996], [491650.46609999985, 1095674.4125999995], [491676.5756999999, 1095688.9452999998], [491682.73369999975, 1095678.5999999996], [491697.2664000001, 1095687.9601000007], [491703.9168999996, 1095677.3684], [491691.35479999986, 1095670.2251999993], [491692.83270000014, 1095668.7473000009], [491679.03890000004, 1095660.3725000005], [491674.35890000034, 1095667.2694000006], [491639.3817999996, 1095646.086100001], [491642.83019999973, 1095638.9429000001], [491635.6869999999, 1095634.2629000004], [491632.7312000003, 1095638.9429000001], [491606.1289999997, 1095622.4397], [491608.8384999996, 1095618.2522999998], [491604.1584000001, 1095615.0501000006], [491608.5921, 1095606.1827000007], [491598.7394000003, 1095600.763699999], [491594.3057000004, 1095605.9364], [491580.5120000001, 1095598.5469000004], [491575.09300000034, 1095609.6312000006], [491591.10360000003, 1095618.9912], [491576.8172000004, 1095643.3765999991], [491574.3540000003, 1095641.6524], [491550.2149, 1095680.0779], [491557.6043999996, 1095684.5116000008], [491558.8360000001, 1095683.2799999993], [491597.2615, 1095706.6801999994], [491596.2763, 1095707.6654000003], [491601.2026000004, 1095708.8969999999], [491605.38999999966, 1095707.4190999996], [491607.6069, 1095705.6949000005]], [[491602.92679999955, 1095691.4085000008], [491570.9056000002, 1095672.9346999992], [491595.04470000044, 1095632.2923000008], [491626.81960000005, 1095652.7367000002], [491602.92679999955, 1095691.4085000008]], [[491613.0725999996, 1095605.8297000006], [491617.1436999999, 1095598.9901], [491619.42360000033, 1095600.7814000007], [491622.02919999976, 1095596.3845000006], [491627.40309999976, 1095599.6415], [491632.45139999967, 1095590.5219999999], [491626.1003999999, 1095587.2651000004], [491622.1919999998, 1095593.6161000002], [491595.97360000014, 1095577.8199000005], [491588.1568999998, 1095591.4990999997], [491606.0701000001, 1095602.4099000003], [491606.55869999994, 1095601.5956999995], [491613.0725999996, 1095605.8297000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
282,291,CATÓLICA,"CAPILLA DE SAN MARTÍN, BARRIO IGLESIAS FLORES",CAPILLA DE SAN MARTÍN,2,ESTADO,"{'rings': [[[490706.7587000001, 1099569.716], [490704.9168999996, 1099561.8258999996], [490698.9269000003, 1099563.7358999997], [490700.3569, 1099567.9459000006], [490687.8487, 1099571.8759000003], [490688.09690000024, 1099572.6658999994], [490686.12689999957, 1099573.2358999997], [490688.1168999998, 1099580.1758999992], [490689.87689999957, 1099579.7259], [490690.08690000046, 1099580.3258999996], [490707.94689999986, 1099574.8059], [490706.7587000001, 1099569.716]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
