,OBJECTID,CATEGORIA,NOMBRE,ABREVIADO,ID_DISTRITO,PROPIETARIO,SHAPE
195,199,NO CATÓLICA,IGLESIA CASA DEL PRÍNCIPE,IGLESIA CASA DEL PRÍNCIPE,7,PRIVADO,"{'rings': [[[485784.4918999998, 1101886.293299999], [485789.54119999986, 1101883.4526000004], [485781.5613000002, 1101869.9450000003], [485776.4035, 1101873.2898999993], [485784.4918999998, 1101886.293299999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
196,200,CATÓLICA,IGLESIA DE VILLA ESPERANZA DE PAVAS,"IGLESIA DE VILLA ESPERANZA, PAVAS",9,ESTADO,"{'rings': [[[484370.77699999977, 1099668.7846000008], [484363.43659999967, 1099669.4560000002], [484364.7591000004, 1099683.9146999996], [484371.95529999956, 1099683.3236999996], [484370.77699999977, 1099668.7846000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
197,201,CATÓLICA,IGLESIA NUESTRA SEÑORA DE FÁTIMA,IGLESIA FÁTIMA,10,ESTADO,"{'rings': [[[488627.6133000003, 1096383.758199999], [488614.7934999997, 1096369.1462999992], [488577.93599999975, 1096400.9302999992], [488570.92260000017, 1096392.4246999994], [488558.53729999997, 1096404.2131999992], [488576.7581000002, 1096426.3384000007], [488627.6133000003, 1096383.758199999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
198,202,NO CATÓLICA,"IGLESIA LA LUZ DEL MUNDO, SEDE CENTRAL DE SAN JOSÉ",LA LUZ DEL MUNDO,10,PRIVADO,"{'rings': [[[489958.70610000007, 1095871.4969999995], [489954.52919999976, 1095871.1521000005], [489949.7951999996, 1095872.2421000004], [489944.0780999996, 1095876.8406000007], [489943.28440000024, 1095880.0155999996], [489942.8875000002, 1095884.2489999998], [489943.41669999994, 1095888.8792000003], [489946.45940000005, 1095892.1864999998], [489951.7511, 1095895.0968999993], [489957.43960000016, 1095895.4937999994], [489961.93759999983, 1095893.9063000008], [489964.98029999994, 1095891.1281000003], [489966.17090000026, 1095887.4240000006], [489966.5678000003, 1095883.4551999997], [489966.5678000003, 1095880.677100001], [489965.50939999986, 1095877.1052], [489962.8635999998, 1095873.5332999993], [489958.70610000007, 1095871.4969999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
199,203,CATÓLICA,IGLESIA NUESTRA SEÑORA DEL CARMEN,IGLESIA EL CARMEN,1,ESTADO,"{'rings': [[[491401.84690000024, 1098629.8937], [491400.5939999996, 1098611.7074999996], [491400.1283, 1098604.8224999998], [491400.12119999994, 1098604.7180000003], [491388.4140999997, 1098605.6351999994], [491376.51719999965, 1098606.5615999997], [491373.6327999998, 1098606.7873999998], [491373.8669999996, 1098611.7092000004], [491362.88599999994, 1098612.3077000007], [491362.7340000002, 1098607.6448999997], [491345.8968000002, 1098608.9655000009], [491346.4773000004, 1098616.8405000009], [491346.45940000005, 1098616.8412999995], [491347.67399999965, 1098633.2293999996], [491397.07540000044, 1098630.1864999998], [491397.0806999998, 1098630.2563000005], [491401.84690000024, 1098629.8937]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
200,204,NO CATÓLICA,IGLESIA NO CATÓLICA,IGLESIA NO CATÓLICA,4,PRIVADO,"{'rings': [[[492487.9402999999, 1098296.0412000008], [492469.8496000003, 1098275.5088], [492461.67980000004, 1098280.078400001], [492461.69820000045, 1098280.1504999995], [492463.0853000004, 1098281.8372000009], [492468.2818999998, 1098288.1561999992], [492470.8696999997, 1098291.3028999995], [492479.8761999998, 1098302.2550000008], [492487.9402999999, 1098296.0412000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
201,206,NO CATÓLICA,IGLESIA APOSTÓLICA NO CATÓLICA,APOSTÓLICA NO CATÓLICA,4,PRIVADO,"{'rings': [[[491541.7030999996, 1097908.023], [491544.19099999964, 1097926.9233], [491567.4855000004, 1097925.3958], [491565.39520000014, 1097905.5883000009], [491541.7030999996, 1097908.023]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
202,207,CATÓLICA,IGLESIA LA DOLOROSA,IGLESIA LA DOLOROSA,4,ESTADO,"{'rings': [[[491337.9593000002, 1097930.8385000005], [491337.7207000004, 1097928.113500001], [491337.7385, 1097928.1122999992], [491337.58609999996, 1097927.9789000005], [491336.9939000001, 1097920.2798999995], [491336.9137000004, 1097919.2382999994], [491321.2260999996, 1097920.6289000008], [491321.5684000002, 1097925.4214999992], [491300.7050000001, 1097927.3059], [491300.2567999996, 1097922.4876000006], [491292.9689999996, 1097923.1336000003], [491293.7999999998, 1097934.2908999994], [491337.9593000002, 1097930.8385000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
203,208,NO CATÓLICA,IGLESIA NO CATÓLICA,IGLESIA NO CATÓLICA,4,PRIVADO,"{'rings': [[[491438.2701000003, 1097974.7948000003], [491439.99820000026, 1097990.3477999996], [491447.95770000014, 1097989.5044], [491446.46750000026, 1097974.3533999994], [491438.2701000003, 1097974.7948000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
204,209,NO CATÓLICA,IGLESIA EL BUEN PASTOR,IGLESIA EL BUEN PASTOR,4,PRIVADO,"{'rings': [[[491549.03720000014, 1098269.4964000005], [491560.6020999998, 1098268.0978999995], [491560.1657999996, 1098264.9346999992], [491561.47470000014, 1098264.8257], [491559.1841000002, 1098247.264799999], [491550.0728000002, 1098248.6421000008], [491549.4765999997, 1098249.1191000007], [491550.67640000023, 1098255.7726000007], [491546.8587999996, 1098255.7726000007], [491549.03720000014, 1098269.4964000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
205,210,NO CATÓLICA,IGLESIA PENTECOSTAL,IGLESIA PENTECOSTAL,4,PRIVADO,"{'rings': [[[491820.2977999998, 1097935.9068], [491828.93259999994, 1097935.3594000004], [491828.7898000004, 1097926.0809000004], [491826.79140000045, 1097926.0809000004], [491825.7922, 1097911.0925999992], [491829.3833999997, 1097910.7719], [491828.52139999997, 1097900.3620999996], [491817.1216000002, 1097901.4572], [491820.2977999998, 1097935.9068]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
206,211,CATÓLICA,IGLESIA CATÓLICA BARRIO LUJÁN - CAPILLA,IGLESIA BO. LUJÁN,4,ESTADO,"{'rings': [[[492198.96999999974, 1097660.3383000009], [492190.2030999996, 1097667.0349000003], [492168.33330000006, 1097684.7119999994], [492168.2525000004, 1097684.7119999994], [492168.33330000006, 1097684.8121000007], [492167.33160000015, 1097685.4633000009], [492176.2472000001, 1097696.2822999991], [492182.1325000003, 1097691.6938000005], [492180.75519999955, 1097690.0212999992], [492198.74789999984, 1097676.8641], [492199.99710000027, 1097675.9507], [492207.84059999976, 1097670.2149999999], [492202.5114000002, 1097662.7901000008], [492201.4899000004, 1097663.6074], [492198.96999999974, 1097660.3383000009]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
207,212,NO CATÓLICA,IGLESIA FAVERI,IGLESIA FAVERI,4,PRIVADO,"{'rings': [[[492283.89159999974, 1097511.7386000007], [492281.61170000024, 1097513.5848999992], [492262.3443, 1097529.1875999998], [492262.8476999998, 1097529.8609999996], [492263.7104000002, 1097531.0153], [492266.1453, 1097534.273], [492287.67619999964, 1097516.1539999992], [492283.89159999974, 1097511.7386000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
208,213,NO CATÓLICA,SALÓN DEL REINO DE LOS TESTIGOS DE JEHOVÁ,TESTIGOS DE JEHOVÁ,4,PRIVADO,"{'rings': [[[491690.4252000004, 1097130.3171999995], [491703.7916000001, 1097129.1929000001], [491702.2926000003, 1097111.2043999992], [491688.1765999999, 1097112.3287000004], [491688.55140000023, 1097117.8252000008], [491689.30090000015, 1097117.950099999], [491690.4252000004, 1097130.3171999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
209,214,CATÓLICA,IGLESIA SAN CAYETANO,IGLESIA SAN CAYETANO,4,ESTADO,"{'rings': [[[491375.2873999998, 1097001.8915999997], [491375.2873999998, 1097001.740700001], [491389.01630000025, 1097000.3398000002], [491386.4946999997, 1096981.9879], [491389.15639999975, 1096981.2874999996], [491387.3351999996, 1096968.1190000009], [491391.63599999994, 1096967.8807999995], [491391.16530000046, 1096964.7622999996], [491370.8185999999, 1096967.9377999995], [491370.4500000002, 1096967.9954000004], [491367.86259999964, 1096968.3991999999], [491370.0756000001, 1096982.3686999995], [491370.1041000001, 1096982.5483], [491371.9252000004, 1096982.268100001], [491373.83579999954, 1096994.822899999], [491374.2189999996, 1096997.3410999998], [491374.8671000004, 1097001.6006000005], [491375.2873999998, 1097001.8915999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
210,215,NO CATÓLICA,IGLESIA NO CATÓLICA,IGLESIA NO CATÓLICA,4,PRIVADO,"{'rings': [[[492099.08270000014, 1096815.6340999994], [492099.4056000002, 1096830.6513999999], [492099.42789999954, 1096830.6799999997], [492100.38159999996, 1096839.740700001], [492118.1852000002, 1096838.4691000003], [492121.6824000003, 1096821.6192000005], [492121.92619999964, 1096821.5719000008], [492118.9330000002, 1096814.057], [492117.35479999986, 1096814.7334000003], [492115.0005000001, 1096812.6070000008], [492103.47300000023, 1096815.1349], [492099.08270000014, 1096815.6340999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
211,216,NO CATÓLICA,IGLESIA NO CATÓLICA,IGLESIA NO CATÓLICA,4,PRIVADO,"{'rings': [], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
212,217,NO CATÓLICA,IGLESIA NO CATÓLICA,IGLESIA NO CATÓLICA,4,PRIVADO,"{'rings': [[[492128.19519999996, 1096787.4503000006], [492124.8174999999, 1096787.807], [492123.3710000003, 1096787.9596999995], [492111.9271999998, 1096791.2293999996], [492109.41700000037, 1096790.5688000005], [492107.55620000046, 1096793.2566999998], [492111.8674999997, 1096804.1210999992], [492115.36209999956, 1096802.7232000008], [492114.70160000026, 1096801.4021000005], [492126.72389999963, 1096796.9101999998], [492129.4983000001, 1096792.4184000008], [492128.19519999996, 1096787.4503000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
213,219,NO CATÓLICA,TEMPLO BÍBLICO,TEMPLO BÍBLICO,3,PRIVADO,"{'rings': [[[491067.21300000045, 1098340.8767000008], [491065.3979000002, 1098327.8991], [491063.50260000024, 1098328.1659999993], [491060.5525000002, 1098295.6728000008], [491043.6133000003, 1098297.8731999993], [491042.26049999986, 1098299.5834], [491044.43120000046, 1098330.9250000007], [491045.30260000005, 1098343.3717], [491057.76460000034, 1098341.9520999994], [491067.21300000045, 1098340.8767000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
214,220,CATÓLICA,IGLESIA LAS ÁNIMAS,IGLESIA LAS ÁNIMAS,3,ESTADO,"{'rings': [[[490246.3491000002, 1098005.5603], [490245.39169999957, 1098002.3191], [490242.4380000001, 1097994.232999999], [490227.6584000001, 1097999.9995000008], [490227.4812000003, 1097999.4762999993], [490223.7698999997, 1098000.7336999997], [490225.2400000002, 1098004.2661000006], [490228.54480000027, 1098003.0376999993], [490240.1963999998, 1098034.7510000002], [490242.5159, 1098033.8233000003], [490245.3312999997, 1098041.4385000002], [490255.5042000003, 1098037.6212000009], [490262.76549999975, 1098034.8399], [490256.9397999998, 1098019.6305], [490260.8596000001, 1098017.9371000007], [490259.7753999997, 1098009.4649999999], [490246.56570000015, 1098014.0921], [490244.29870000016, 1098005.7531000003], [490246.3491000002, 1098005.5603]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
215,221,CATÓLICA,IGLESIA LAS ÁNIMAS - CASA CURAL,IGLESIA LAS ÁNIMAS,3,ESTADO,"{'rings': [[[490273.9709000001, 1098009.1400000006], [490273.2993999999, 1098003.0230999999], [490284.9330000002, 1098001.6995], [490284.4665000001, 1097997.5987999998], [490285.87229999993, 1097997.445699999], [490284.5119000003, 1097984.9340000004], [490281.55200000014, 1097982.323999999], [490275.8300999999, 1097982.4355999995], [490270.10819999967, 1097982.5472], [490264.3864000002, 1097983.7873999998], [490265.0234000003, 1097989.0650999993], [490269.0610999996, 1097988.0974000003], [490270.09300000034, 1097999.6862000003], [490260.24820000026, 1098000.5715999994], [490260.51680000033, 1098005.6089999992], [490262.33100000024, 1098005.2522], [490262.7717000004, 1098005.1656], [490262.9157999996, 1098006.4213999994], [490266.3052000003, 1098006.0326000005], [490266.83970000036, 1098009.9229000006], [490273.9709000001, 1098009.1400000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
216,222,CATÓLICA,IGLESIA LAS ÁNIMAS - CASA CURAL,IGLESIA LAS ÁNIMAS ,3,ESTADO,"{'rings': [[[490245.39169999957, 1098002.3191], [490246.3491000002, 1098005.5603], [490253.77130000014, 1098004.8625000007], [490253.44739999995, 1098001.2192000002], [490260.24820000026, 1098000.5715999994], [490270.09300000034, 1097999.6862000003], [490269.0610999996, 1097988.0974000003], [490265.0234000003, 1097989.0650999993], [490244.62650000025, 1097991.862400001], [490245.39169999957, 1098002.3191]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
217,223,NO CATÓLICA,IGLESIA PASIÓN POR LAS ALMAS,PASIÓN POR LAS ALMAS,3,PRIVADO,"{'rings': [[[490413.41000000015, 1098051.6941], [490368.3474000003, 1098053.1830000002], [490368.54569999967, 1098060.4679000005], [490413.2123999996, 1098058.4041000009], [490413.2474999996, 1098057.9231000002], [490413.2626, 1098057.3416000009], [490413.41000000015, 1098051.6941]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
218,224,NO CATÓLICA,IGLESIA PASIÓN POR LAS ALMAS,PASIÓN POR LAS ALMAS,3,PRIVADO,"{'rings': [[[490395.6286000004, 1097981.2758000009], [490394.5365000004, 1098028.6457000002], [490406.0482000001, 1098027.919399999], [490405.6004999997, 1097981.3595000003], [490395.6286000004, 1097981.2758000009]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
219,225,NO CATÓLICA,IGLESIA PASIÓN POR LAS ALMAS,PASIÓN POR LAS ALMAS,3,PRIVADO,"{'rings': [[[490385.2993999999, 1098029.2284999993], [490386.0016000001, 1097981.1949000005], [490366.3841000004, 1097981.0299999993], [490367.72580000013, 1098030.3372000009], [490385.2993999999, 1098029.2284999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
220,226,NO CATÓLICA,IGLESIA PASIÓN POR LAS ALMAS,PASIÓN POR LAS ALMAS,3,PRIVADO,"{'rings': [[[490394.5365000004, 1098028.6457000002], [490395.6286000004, 1097981.2758000009], [490386.0016000001, 1097981.1949000005], [490385.2993999999, 1098029.2284999993], [490394.5365000004, 1098028.6457000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
221,227,NO CATÓLICA,PRIMERA IGLESIA BAUTISTA,PRIMERA IGLESIA BAUTISTA,3,PRIVADO,"{'rings': [[[490931.84449999966, 1097846.9912], [490930.3272000002, 1097847.0847999994], [490931.0602000002, 1097859.6826000009], [490930.72080000024, 1097859.695699999], [490931.0231999997, 1097864.427100001], [490934.41700000037, 1097864.206700001], [490935.8764000004, 1097887.5646000002], [490939.3306, 1097887.3936], [490939.4057, 1097889.0808000006], [490948.99849999975, 1097888.4847999997], [490948.90490000043, 1097886.9276], [490952.3287000004, 1097886.7567999996], [490951.0993999997, 1097863.4367999993], [490955.08160000015, 1097863.1210999992], [490954.79229999986, 1097857.6305], [490947.91449999996, 1097858.0321999993], [490940.7273000004, 1097858.4667000007], [490940.29870000016, 1097849.7214000002], [490961.9313000003, 1097848.5372000001], [490963.99820000026, 1097839.6295999996], [490946.82749999966, 1097840.5237000007], [490942.95359999966, 1097840.7184999995], [490938.90670000017, 1097840.9341000002], [490939.1986999996, 1097846.4969999995], [490939.2012, 1097846.5451999996], [490931.84449999966, 1097846.9912]], [[490931.84449999966, 1097846.9912], [490939.1986999996, 1097846.4969999995], [490938.8909999998, 1097840.9349000007], [490936.5948999999, 1097841.0556000005], [490931.40380000044, 1097841.3222000003], [490931.84449999966, 1097846.9912]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
222,228,CATÓLICA,IGLESIA BARRIO LOS ÁNGELES,IGLESIA BO. LOS ÁNGELES,3,ESTADO,"{'rings': [[[490771.58800000045, 1097880.7685000002], [490763.2494999999, 1097880.9037999995], [490763.34420000017, 1097891.3899000008], [490804.1656999998, 1097892.895300001], [490804.6568999998, 1097880.7203000002], [490771.58800000045, 1097880.7685000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
223,229,NO CATÓLICA,TEMPLO JIREH,TEMPLO JIREH,3,PRIVADO,"{'rings': [[[490000.3272000002, 1097576.8375000004], [490006.26400000043, 1097598.3570000008], [490009.62760000024, 1097609.511499999], [490018.7982000001, 1097606.4412999991], [490013.2784000002, 1097566.3638000004], [490009.0569000002, 1097566.617900001], [490010.2121000001, 1097574.9486999996], [490000.3272000002, 1097576.8375000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
224,230,NO CATÓLICA,TEMPLO JIREH,TEMPLO JIREH,3,PRIVADO,"{'rings': [[[490000.3272000002, 1097576.8375000004], [490010.2121000001, 1097574.9486999996], [490009.0569000002, 1097566.617900001], [489999.76669999957, 1097574.8059], [490000.3272000002, 1097576.8375000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
225,231,NO CATÓLICA,IGLESIA NO CATÓLICA,IGLESIA NO CATÓLICA,3,PRIVADO,"{'rings': [[[489694.9798999997, 1097336.8027999997], [489690.35929999966, 1097343.7158000004], [489692.56209999975, 1097344.7235000003], [489692.5741999997, 1097344.7289000005], [489699.69930000044, 1097347.9758000001], [489714.50930000003, 1097354.7457999997], [489715.4792999998, 1097350.2758000009], [489713.0192999998, 1097349.4658000004], [489714.5692999996, 1097341.8758000005], [489698.4792999998, 1097337.7148000002], [489694.9798999997, 1097336.8027999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
226,232,NO CATÓLICA,TEMPLO BAUTISTA,TEMPLO BAUTISTA,3,PRIVADO,"{'rings': [[[489890.19710000046, 1097336.6208999995], [489889.97699999996, 1097334.3655999992], [489893.1489000004, 1097333.9630999994], [489892.3214999996, 1097327.443], [489873.62590000033, 1097329.7991000004], [489870.1242000004, 1097330.2402999997], [489865.8644000003, 1097330.7794000003], [489864.77699999977, 1097330.9178], [489857.14549999963, 1097331.8756000008], [489855.08999999985, 1097332.1339999996], [489851.28839999996, 1097332.613500001], [489851.2889999999, 1097332.6175999995], [489848.9408999998, 1097332.9110000003], [489843.03890000004, 1097333.6568999998], [489843.3713999996, 1097337.3234], [489855.5632999996, 1097335.8849], [489856.21829999983, 1097340.9528], [489865.9450000003, 1097339.7062999997], [489871.1026999997, 1097339.0505], [489890.19710000046, 1097336.6208999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
