,OBJECTID,NOMBRE,ENTIDAD,ABREVIADO,CATEGORIA,ID,ID_DISTRITO,SHAPE
66,68,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,68,2,"{'rings': [[[491180.95189999975, 1099268.5779999997], [491174.5878999997, 1099275.242900001], [491184.0547000002, 1099283.4732000008], [491185.9649, 1099284.9001000002], [491191.78589999955, 1099278.4178999998], [491180.95189999975, 1099268.5779999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
67,69,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,69,2,"{'rings': [[[491226.1403000001, 1099271.9655000009], [491233.7603000002, 1099282.7605000008], [491246.4603000004, 1099275.3521999996], [491237.2943000002, 1099264.3684999999], [491231.49990000017, 1099268.4960999992], [491226.1403000001, 1099271.9655000009]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
68,70,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,70,2,"{'rings': [[[491239.5374999996, 1099235.0934999995], [491253.3437999999, 1099242.7224000003], [491260.4006000003, 1099229.9529], [491246.2718000002, 1099221.3804000001], [491239.5374999996, 1099235.0934999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
69,71,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,71,2,"{'rings': [[[491286.66390000004, 1099275.0876000002], [491291.7240000004, 1099273.4009000007], [491295.59360000025, 1099272.1109999996], [491291.2940999996, 1099260.5354999993], [491283.02579999994, 1099263.512], [491286.66390000004, 1099275.0876000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
70,72,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,72,2,"{'rings': [[[491291.7240000004, 1099273.4009000007], [491286.66390000004, 1099275.0876000002], [491269.7966, 1099280.0484999996], [491273.5904000001, 1099287.8253000006], [491277.4972000001, 1099286.552100001], [491290.30539999995, 1099282.3782000002], [491295.2801000001, 1099280.852], [491291.7240000004, 1099273.4009000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
71,73,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,73,2,"{'rings': [[[491153.96750000026, 1099289.259299999], [491142.6962000001, 1099287.9364], [491141.6804999998, 1099299.989600001], [491151.7363, 1099301.0858999994], [491151.95660000015, 1099295.6622000001], [491153.33249999955, 1099295.6622000001], [491153.96750000026, 1099289.259299999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
72,74,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,74,2,"{'rings': [[[491139.75930000003, 1099296.9586999994], [491132.7742999997, 1099296.6412000004], [491132.4266999997, 1099298.980799999], [491141.6804999998, 1099299.989600001], [491142.6962000001, 1099287.9364], [491140.8706, 1099288.0687000006], [491139.75930000003, 1099296.9586999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
73,75,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,75,2,"{'rings': [[[491120.07430000044, 1099281.8773999996], [491119.7567999996, 1099289.8148999996], [491122.13800000027, 1099289.8148999996], [491122.77300000004, 1099281.8773999996], [491120.07430000044, 1099281.8773999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
74,76,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,76,2,"{'rings': [[[491131.58719999995, 1099288.3235], [491132.12739999965, 1099288.2135000005], [491133.07770000026, 1099287.8433999997], [491133.5477999998, 1099287.5633000005], [491133.98790000007, 1099287.2332000006], [491134.3881000001, 1099286.8531], [491134.73819999956, 1099286.4330000002], [491135.03830000013, 1099285.9727999996], [491135.27830000035, 1099285.4726999998], [491135.46839999966, 1099284.9625000004], [491135.59839999955, 1099284.4223999996], [491135.6684999997, 1099283.8822000008], [491135.6684999997, 1099283.3321000002], [491135.60840000026, 1099282.7818999998], [491135.48840000015, 1099282.2517000008], [491135.30840000045, 1099281.7315999996], [491135.0683000004, 1099281.2314], [491134.7681999998, 1099280.7712999992], [491134.42810000014, 1099280.3411999997], [491134.02799999993, 1099279.961100001], [491133.5979000004, 1099279.6209999993], [491133.12770000007, 1099279.3309000004], [491132.62760000024, 1099279.1008000001], [491132.1074000001, 1099278.9307000004], [491131.5673000002, 1099278.820699999], [491131.0170999998, 1099278.7807], [491130.4670000002, 1099278.7906999998], [491129.92679999955, 1099278.8706999999], [491129.3965999996, 1099279.0107000005], [491128.87650000025, 1099279.2107999995], [491128.39630000014, 1099279.4608999994], [491127.93620000035, 1099279.7709999997], [491127.52610000037, 1099280.1311000008], [491127.1560000004, 1099280.5412000008], [491126.8258999996, 1099280.9813], [491126.5558000002, 1099281.4615000002], [491126.3457000004, 1099281.9715999998], [491126.19570000004, 1099282.5018000007], [491126.09559999965, 1099283.0418999996], [491126.0656000003, 1099283.5921], [491126.10560000036, 1099284.1422000006], [491126.19570000004, 1099284.6823999994], [491126.3557000002, 1099285.2026000004], [491126.57579999976, 1099285.7127], [491126.84580000024, 1099286.1929000001], [491127.1659000004, 1099286.6329999994], [491127.5460000001, 1099287.0330999997], [491127.9561999999, 1099287.3932000007], [491128.4162999997, 1099287.7032999992], [491128.90639999975, 1099287.953400001], [491129.4166000001, 1099288.1534000002], [491129.9467000002, 1099288.2935000006], [491130.4968999997, 1099288.363500001], [491131.0471000001, 1099288.3735000007], [491131.58719999995, 1099288.3235]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
75,77,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,77,2,"{'rings': [[[491138.94689999986, 1099279.2458999995], [491137.4769000001, 1099277.416099999], [491137.2106999997, 1099276.9554999992], [491134.7982000001, 1099278.7507000007], [491131.38719999976, 1099277.4002999999], [491128.2862999998, 1099278.0505], [491126.0856999997, 1099279.9010000005], [491124.90529999975, 1099282.9518999998], [491125.2154000001, 1099285.9927999992], [491127.12590000033, 1099288.5535000004], [491130.13680000044, 1099289.7438999992], [491133.13769999985, 1099289.1637999993], [491135.7285000002, 1099287.1532000005], [491136.81879999954, 1099284.2622999996], [491136.30869999994, 1099280.9814], [491138.94689999986, 1099279.2458999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
76,78,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,78,2,"{'rings': [[[491152.2138, 1099222.7543000001], [491149.58299999963, 1099222.2040999997], [491149.4389000004, 1099222.7868000008], [491148.2125000004, 1099227.7457999997], [491148.04250000045, 1099228.2759000007], [491147.89240000024, 1099228.8060999997], [491147.75239999965, 1099229.3362000007], [491147.5223000003, 1099230.4065000005], [491147.43230000045, 1099230.956700001], [491147.36230000015, 1099231.4968999997], [491147.3121999996, 1099232.0470000003], [491147.27219999954, 1099232.5972000007], [491147.2422000002, 1099233.1472999994], [491147.2422000002, 1099233.6974999998], [491147.2422000002, 1099234.2477000002], [491147.27219999954, 1099234.7978000008], [491147.34219999984, 1099235.6081000008], [491145.14159999974, 1099236.008199999], [491144.59140000027, 1099236.0581999999], [491144.0513000004, 1099236.1481999997], [491143.51109999977, 1099236.2682000007], [491142.9908999996, 1099236.4283000007], [491142.47080000024, 1099236.6283], [491141.98060000036, 1099236.8684], [491141.5005000001, 1099237.1284999996], [491141.0404000003, 1099237.4386], [491140.6002000002, 1099237.7687], [491140.19010000024, 1099238.1287999991], [491139.7999999998, 1099238.5188999996], [491139.43989999965, 1099238.9389999993], [491139.04980000015, 1099239.4792], [491138.56960000005, 1099239.2991000004], [491138.21949999966, 1099240.5494999997], [491140.34949999955, 1099241.1618000008], [491140.7101999996, 1099240.7394999992], [491141.0904000001, 1099240.3394000009], [491141.3757999996, 1099240.0819000006], [491141.5005000001, 1099239.9693], [491141.9305999996, 1099239.6292000003], [491142.38069999963, 1099239.3191], [491142.85089999996, 1099239.0289999992], [491143.341, 1099238.7789999992], [491143.8411999997, 1099238.5589000005], [491144.3613, 1099238.3688999992], [491144.8914999999, 1099238.2188000008], [491145.4216, 1099238.0888], [491145.9718000004, 1099238.0088], [491146.5219999999, 1099237.9587999992], [491147.06209999975, 1099237.9387999997], [491148.0524000004, 1099238.0088], [491148.1924999999, 1099238.538899999], [491148.34250000026, 1099239.0691], [491148.5125000002, 1099239.5892999992], [491148.6925999997, 1099240.1094000004], [491148.89269999973, 1099240.6195999999], [491149.1026999997, 1099241.1296999995], [491149.3228000002, 1099241.6298999991], [491149.5628000004, 1099242.1300000008], [491149.7803999996, 1099242.5566000007], [491149.81290000025, 1099242.6202000007], [491150.08299999963, 1099243.1002999991], [491150.3630999997, 1099243.5703999996], [491150.65309999976, 1099244.0406], [491150.95320000034, 1099244.5007000007], [491151.27329999954, 1099244.9508999996], [491151.6034000004, 1099245.3910000008], [491151.94350000005, 1099245.8211000003], [491152.29360000044, 1099246.2412], [491152.6637000004, 1099246.6513999999], [491153.0338000003, 1099247.0515], [491153.4238999998, 1099247.4516000003], [491153.66970000044, 1099247.6844999995], [491153.9940999998, 1099247.991800001], [491154.04729999974, 1099248.0377999991], [491156.26669999957, 1099246.3837000001], [491156.1947999997, 1099246.3013000004], [491156.0826000003, 1099246.1919], [491155.98649999965, 1099246.0983000007], [491155.8047000002, 1099245.9211999997], [491155.73340000026, 1099245.8443], [491155.6841000002, 1099245.791099999], [491155.42449999973, 1099245.511], [491155.0744000003, 1099245.0909000002], [491155.06060000043, 1099245.0734], [491154.73429999966, 1099244.6608000007], [491154.66970000044, 1099244.5719000008], [491154.5270999996, 1099244.3759000003], [491154.4143000003, 1099244.2206999995], [491154.10419999994, 1099243.7605000008], [491153.99340000004, 1099243.5705999993], [491153.83220000006, 1099243.2941999994], [491153.82409999985, 1099243.2804000005], [491153.4740000004, 1099242.6302000005], [491154.7555999998, 1099241.9549000002], [491156.0747999996, 1099241.2598], [491155.8746999996, 1099240.8796999995], [491155.04449999984, 1099239.3491999991], [491154.8644000003, 1099239.0190999992], [491154.30310000014, 1099239.2961], [491153.22420000006, 1099239.8286000006], [491151.76350000035, 1099240.5495999996], [491151.54339999985, 1099240.0494], [491151.46160000004, 1099239.8506000005], [491151.3333999999, 1099239.5393000003], [491151.1880000001, 1099239.1491999999], [491151.14329999965, 1099239.0291000009], [491150.96329999994, 1099238.5088999998], [491150.9017000003, 1099238.3049999997], [491150.80319999997, 1099237.9788000006], [491150.73790000007, 1099237.7479999997], [491150.6531999996, 1099237.4485999998], [491150.5231999997, 1099236.9185000006], [491150.41309999954, 1099236.3783], [491150.3230999997, 1099235.8381999992], [491150.28920000046, 1099235.6049000006], [491150.2430999996, 1099235.2880000006], [491150.17310000025, 1099234.7478], [491150.1331000002, 1099234.1976999994], [491150.10309999995, 1099233.647500001], [491150.0931000002, 1099233.0973000005], [491150.0931000002, 1099232.7076999992], [491150.0931000002, 1099232.5472], [491150.12310000043, 1099231.9969999995], [491150.15309999976, 1099231.4469000008], [491150.22310000006, 1099230.7866999991], [491153.2340000002, 1099231.2567999996], [491153.26400000043, 1099231.0668000001], [491153.5340999998, 1099229.3962999992], [491153.62409999967, 1099228.8461000007], [491150.8132999996, 1099228.3760000002], [491152.2138, 1099222.7543000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
77,79,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,79,2,"{'rings': [[[491153.5340999998, 1099229.3962999992], [491153.26400000043, 1099231.0668000001], [491155.3345999997, 1099231.4068999998], [491155.43460000027, 1099230.9266999997], [491156.53500000015, 1099231.0768], [491157.0351, 1099231.2969000004], [491157.34520000033, 1099231.8770000003], [491157.2451999998, 1099232.5172000006], [491159.2558000004, 1099234.1976999994], [491159.12569999974, 1099234.7279000003], [491159.0557000004, 1099235.2781000007], [491159.0756999999, 1099235.8281999994], [491159.1557, 1099236.3684], [491159.3057000004, 1099236.8984999992], [491159.5658, 1099237.4787000008], [491158.06539999973, 1099238.3690000009], [491157.8652999997, 1099237.8888000008], [491155.04449999984, 1099239.3491999991], [491155.8746999996, 1099240.8796999995], [491158.6754999999, 1099239.3191999998], [491158.57550000027, 1099239.0791999996], [491160.1660000002, 1099238.1188999992], [491160.5761000002, 1099238.4790000003], [491161.0362, 1099238.7791000009], [491161.53639999963, 1099239.0091999993], [491162.0664999997, 1099239.1591999996], [491162.61670000013, 1099239.2292], [491163.1568999998, 1099239.2192000002], [491163.7070000004, 1099239.1292000003], [491164.2271999996, 1099238.9492000006], [491164.7072999999, 1099238.6991000008], [491165.15749999974, 1099238.3790000007], [491165.54760000017, 1099237.9889000002], [491165.87770000007, 1099237.548800001], [491166.1377999997, 1099237.0686000008], [491166.3178000003, 1099236.5484999996], [491166.42789999954, 1099236.0083000008], [491166.4479, 1099235.4582000002], [491166.38790000044, 1099234.9079999998], [491166.2478, 1099234.3778000008], [491166.0278000003, 1099233.8776999991], [491165.7276999997, 1099233.4175000004], [491165.36760000046, 1099232.9974000007], [491164.9573999997, 1099232.6372999996], [491164.48730000015, 1099232.3472000007], [491163.9771999996, 1099232.1371999998], [491163.4469999997, 1099231.9970999993], [491162.9068, 1099231.9371000007], [491162.35670000035, 1099231.9671], [491161.8164999997, 1099232.0770999994], [491161.29640000034, 1099232.2672000006], [491160.81620000023, 1099232.5273000002], [491160.3761, 1099232.8573000003], [491159.94600000046, 1099233.3074999992], [491158.4455000004, 1099231.8770000003], [491158.4455000004, 1099231.3268999998], [491158.27550000045, 1099230.8067000005], [491157.93539999984, 1099230.3765999991], [491157.47530000005, 1099230.0765000004], [491156.6349999998, 1099229.9564999994], [491153.5340999998, 1099229.3962999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
78,80,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,80,2,"{'rings': [[[491143.5505999997, 1099246.8074999992], [491148.4556999998, 1099242.6418999992], [491146.1830000002, 1099239.8186000008], [491140.8091000002, 1099242.6897999998], [491143.5505999997, 1099246.8074999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
79,81,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,81,2,"{'rings': [[[491128.5466, 1099250.042199999], [491131.4774000002, 1099250.8825000003], [491132.63019999955, 1099247.0990999993], [491133.358, 1099244.7106999997], [491134.3082999997, 1099244.2304999996], [491137.0091000004, 1099245.0008000005], [491137.4792999998, 1099243.3502999991], [491140.3800999997, 1099244.1806000005], [491140.8091000002, 1099242.6897999998], [491141.18039999995, 1099241.3997000009], [491140.34949999955, 1099241.1618000008], [491138.21949999966, 1099240.5494999997], [491138.56960000005, 1099239.2991000004], [491138.8196999999, 1099238.4287999999], [491135.98139999993, 1099237.6129], [491134.74849999975, 1099237.2585000005], [491134.9286000002, 1099236.6183000002], [491134.8241999997, 1099236.5883000009], [491131.9135999996, 1099235.7532000002], [491131.65610000025, 1099235.6784000006], [491130.99430000037, 1099235.4881999996], [491129.14690000005, 1099234.957800001], [491124.71549999993, 1099250.3323], [491128.18649999984, 1099251.3325999994], [491128.5466, 1099250.042199999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
80,82,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,82,2,"{'rings': [[[491172.5493000001, 1099278.7973999996], [491172.4502999997, 1099278.8597999997], [491172.4792999998, 1099279.3912000004], [491172.5993999997, 1099279.9212999996], [491172.77940000035, 1099280.4415000007], [491173.03949999996, 1099280.9316000007], [491173.3596000001, 1099281.3816999998], [491173.7297, 1099281.7719], [491174.15979999956, 1099282.1219999995], [491174.63999999966, 1099282.4021000005], [491175.1401000004, 1099282.6120999996], [491175.67030000035, 1099282.7522], [491176.5705000004, 1099282.8322], [491177.1107000001, 1099282.7422000002], [491177.64080000017, 1099282.8322], [491178.1210000003, 1099283.1022999994], [491178.48110000044, 1099283.5123999994], [491178.6810999997, 1099284.0226000007], [491178.6710999999, 1099284.7427999992], [491178.8912000004, 1099285.2529000007], [491179.1712999996, 1099285.7230999991], [491179.52139999997, 1099286.1432000007], [491179.93149999995, 1099286.5132999998], [491180.39159999974, 1099286.8234], [491180.8817999996, 1099287.0535000004], [491181.4118999997, 1099287.2235000003], [491181.95210000034, 1099287.3036000002], [491182.5022, 1099287.3136], [491183.0423999997, 1099287.2434999999], [491183.6925999997, 1099287.0435000006], [491185.6531999996, 1099284.8728999998], [491184.0547000002, 1099283.4732000008], [491182.5217000004, 1099285.1624999996], [491182.3722000001, 1099285.1829000004], [491182.1321999999, 1099285.1829000004], [491181.8920999998, 1099285.1428999994], [491181.66199999955, 1099285.072899999], [491181.4519999996, 1099284.9628999997], [491181.25189999957, 1099284.832800001], [491181.07180000003, 1099284.6728000008], [491180.9117999999, 1099284.4826999996], [491180.8119999999, 1099284.3081], [491180.82180000003, 1099283.6225000005], [491180.3216000004, 1099282.382099999], [491179.48139999993, 1099281.4218000006], [491178.3711000001, 1099280.8016], [491177.12069999985, 1099280.5814999994], [491176.4704999998, 1099280.6816000007], [491176.0404000003, 1099280.6515999995], [491175.83029999956, 1099280.5914999992], [491175.60030000005, 1099280.4914999995], [491175.38019999955, 1099280.3615000006], [491175.18010000046, 1099280.2014000006], [491175.00009999983, 1099280.021400001], [491174.8499999996, 1099279.8113000002], [491174.7400000002, 1099279.5812], [491174.6500000004, 1099279.3411999997], [491174.5999999996, 1099279.0910999998], [491174.5499999998, 1099278.3509], [491174.4099000003, 1099277.820699999], [491174.18989999965, 1099277.3105999995], [491173.8898, 1099276.8504000008], [491173.5248999996, 1099276.4450000003], [491173.5497000003, 1099276.9003999997], [491173.4595999997, 1099277.4406000003], [491173.25960000046, 1099277.9507], [491172.9594999999, 1099278.4109000005], [491172.5593999997, 1099278.7909999993], [491172.5493000001, 1099278.7973999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
81,83,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,83,2,"{'rings': [[[491171.2647000002, 1099279.2909999993], [491171.57909999974, 1099279.2610999998], [491172.09920000006, 1099279.0811], [491172.4502999997, 1099278.8597999997], [491172.5493000001, 1099278.7973999996], [491172.5593999997, 1099278.7909999993], [491172.9594999999, 1099278.4109000005], [491173.25960000046, 1099277.9507], [491173.4595999997, 1099277.4406000003], [491173.5497000003, 1099276.9003999997], [491173.5248999996, 1099276.4450000003], [491173.51970000006, 1099276.3502999991], [491173.36959999986, 1099275.8201000001], [491173.1096000001, 1099275.3399999999], [491172.90950000007, 1099275.0998999998], [491172.7594999997, 1099274.9198000003], [491172.3192999996, 1099274.5897000004], [491171.8191999998, 1099274.3597], [491171.2889999999, 1099274.239600001], [491170.8289000001, 1099274.2295999993], [491170.73890000023, 1099274.2295999993], [491170.1986999996, 1099274.3497000001], [491169.69859999977, 1099274.5797000006], [491169.2583999997, 1099274.8998000007], [491168.89829999954, 1099275.3199000005], [491168.6381999999, 1099275.8001000006], [491168.48819999956, 1099276.3301999997], [491168.44820000045, 1099276.8804000001], [491168.5281999996, 1099277.420499999], [491168.7281999998, 1099277.9307000004], [491169.02830000035, 1099278.3907999992], [491169.41839999985, 1099278.7809999995], [491169.8786000004, 1099279.0710000005], [491170.3986999998, 1099279.2511], [491170.9489000002, 1099279.3211000003], [491171.2647000002, 1099279.2909999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
82,84,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,84,2,"{'rings': [[[491170.8289000001, 1099274.2295999993], [491171.2889999999, 1099274.239600001], [491171.8191999998, 1099274.3597], [491172.3192999996, 1099274.5897000004], [491172.7594999997, 1099274.9198000003], [491172.90950000007, 1099275.0998999998], [491174.0197999999, 1099272.9892999995], [491173.85979999974, 1099272.359099999], [491173.9598000003, 1099271.8189000003], [491174.2399000004, 1099271.3487999998], [491174.69010000024, 1099271.0286999997], [491175.22020000033, 1099270.8987000007], [491176.20050000027, 1099270.8387000002], [491176.7307000002, 1099270.7085999995], [491177.2407999998, 1099270.5186], [491177.7209999999, 1099270.2485000007], [491178.1710999999, 1099269.9284000006], [491178.5712000001, 1099269.5483], [491178.9112999998, 1099269.1182000004], [491179.7372000003, 1099269.8501999993], [491180.95189999975, 1099268.5779999997], [491179.71160000004, 1099267.4376999997], [491179.8015999999, 1099266.7874999996], [491179.78160000034, 1099266.2473000009], [491179.6716, 1099265.7072], [491179.4715, 1099265.1870000008], [491179.20139999967, 1099264.7169000003], [491175.4325000001, 1099259.3724000007], [491174.3598999996, 1099260.2237999998], [491173.5965999998, 1099260.8298000004], [491177.0007999996, 1099265.6071000006], [491177.2407999998, 1099266.0973000005], [491177.3409000002, 1099266.6373999994], [491177.3108999999, 1099267.1875999998], [491177.1308000004, 1099267.7076999992], [491176.8306999998, 1099268.1579], [491176.42059999984, 1099268.5280000009], [491175.93039999995, 1099268.7780000009], [491175.40029999986, 1099268.8980999999], [491174.41000000015, 1099268.738], [491173.85979999974, 1099268.7280000001], [491173.3196999999, 1099268.8480999991], [491172.8195000002, 1099269.0780999996], [491172.3794, 1099269.4081999995], [491172.0292999996, 1099269.8282999992], [491171.77919999976, 1099270.3084999993], [491171.6292000003, 1099270.8386000004], [491171.6091, 1099271.3888000008], [491171.71920000017, 1099271.948999999], [491170.8289000001, 1099274.2295999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
83,85,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,85,2,"{'rings': [[[491192.55599999987, 1099170.2291], [491192.1659000004, 1099170.6092000008], [491191.89580000006, 1099171.0892999992], [491191.8047000002, 1099171.5285999998], [491195.3468000004, 1099171.2499000002], [491195.30680000037, 1099171.0494], [491195.0267000003, 1099170.5791999996], [491194.6266000001, 1099170.2091000006], [491194.12650000025, 1099169.9690000005], [491193.5862999996, 1099169.8890000004], [491193.04619999975, 1099169.9790000003], [491192.55599999987, 1099170.2291]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
84,86,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,86,2,"{'rings': [[[491202.8389999997, 1099169.9891], [491202.7089999998, 1099170.519200001], [491202.7189999996, 1099170.6592999995], [491202.7198999999, 1099170.6707000006], [491206.1238000002, 1099170.4031000007], [491206.1200000001, 1099170.3491999991], [491205.9400000004, 1099169.8390999995], [491205.5998999998, 1099169.4089000002], [491205.14969999995, 1099169.0987999998], [491204.61959999986, 1099168.9487999994], [491204.0694000004, 1099168.9788000006], [491203.55929999985, 1099169.1788999997], [491203.13910000026, 1099169.5189999994], [491202.8389999997, 1099169.9891]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
85,87,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,87,2,"{'rings': [[[491147.79169999994, 1099260.5700000003], [491143.59520000033, 1099264.8432999998], [491143.5608999999, 1099267.0040000007], [491143.5151000004, 1099269.8848], [491146.8306, 1099274.0176], [491152.6035000002, 1099274.9897000007], [491157.40490000043, 1099272.8891000003], [491147.79169999994, 1099260.5700000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
86,88,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,88,2,"{'rings': [[[491147.79169999994, 1099260.5700000003], [491157.40490000043, 1099272.8891000003], [491157.59499999974, 1099273.1292000003], [491171.40500000026, 1099262.0796000008], [491173.3596999999, 1099260.5155999996], [491175.22030000016, 1099259.0252], [491183.0225999998, 1099252.7833999991], [491183.69299999997, 1099252.2490999997], [491184.3530000001, 1099251.7230999991], [491180.8551000003, 1099247.3531], [491174.4567, 1099239.3594000004], [491172.70689999964, 1099240.6799999997], [491161.6738, 1099249.3319000006], [491160.8799999999, 1099250.0462999996], [491157.57880000025, 1099252.7007], [491147.79169999994, 1099260.5700000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
87,89,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA, ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,89,2,"{'rings': [[[491224.9868999999, 1099284.6558999997], [491224.8211000003, 1099282.1012999993], [491221.1682000002, 1099282.284], [491219.7269000001, 1099282.3561000004], [491219.78110000025, 1099284.3435999993], [491219.8027999997, 1099285.1402000003], [491221.3136, 1099284.9990999997], [491224.9868999999, 1099284.6558999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
88,90,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,90,2,"{'rings': [[[491193.7868999997, 1099287.4261000007], [491197.4115000004, 1099286.9026999995], [491198.39269999973, 1099286.9287999999], [491198.2909000004, 1099283.8025000002], [491197.41309999954, 1099283.8627000004], [491192.59389999975, 1099284.1931999996], [491192.91810000036, 1099287.4828999992], [491193.7868999997, 1099287.4261000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
