,OBJECTID,ID_DISTRITO,CATEGORIA,NOMBRE,ABREVIADO,SHAPE
177,184,10,SALÓN COMUNAL,SALÓN COMUNAL HATILLO 6,SALÓN COMUNAL HATILLO 6,"{'rings': [[[488171.4573999997, 1096905.4142000005], [488160.22009999957, 1096897.5921999998], [488155.8342000004, 1096901.704], [488151.4483000003, 1096909.447899999], [488146.7882000003, 1096919.3847000003], [488142.1967000002, 1096930.0068999995], [488153.1062000003, 1096934.6434000004], [488153.5730999997, 1096932.4536000006], [488155.9479, 1096926.5780999996], [488158.29839999974, 1096921.8651], [488158.29679999966, 1096920.8515000008], [488159.8016999997, 1096918.5889999997], [488161.38680000044, 1096916.3652], [488163.1832999997, 1096913.9823000003], [488164.98000000045, 1096911.7583000008], [488167.7281999998, 1096908.7394999992], [488169.57820000034, 1096906.9386], [488171.4573999997, 1096905.4142000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
178,185,10,SALÓN COMUNAL,SALÓN COMUNAL HATILLO 5,SALÓN COMUNAL HATILLO 5,"{'rings': [[[488175.1272999998, 1096380.5766000003], [488189.47589999996, 1096383.4463], [488191.06340000033, 1096375.5088], [488176.7148000002, 1096372.6391000003], [488175.1272999998, 1096380.5766000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
179,186,10,SALÓN COMUNAL,SALÓN COMUNAL HATILLO 4,SALÓN COMUNAL HATILLO 4,"{'rings': [[[489046.29030000046, 1096174.3662], [489042.0828999998, 1096155.7836000007], [489028.5842000004, 1096158.4132000003], [489032.98199999984, 1096177.5269000009], [489046.29030000046, 1096174.3662]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
180,187,11,SALÓN COMUNAL,SALÓN COMUNAL LOS OLIVOS,SALÓN COMUNAL LOS OLIVOS,"{'rings': [[[491093.96050000004, 1095981.0775000006], [491087.8786000004, 1095978.9178], [491086.5493000001, 1095978.4148999993], [491080.62689999957, 1095976.1740000006], [491079.33550000004, 1095975.7123000007], [491075.66000000015, 1095974.3983999994], [491072.2888000002, 1095985.2493999992], [491081.3482999997, 1095988.8255000003], [491080.9199000001, 1095990.3962999992], [491089.78589999955, 1095993.9426000006], [491093.96050000004, 1095981.0775000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
181,188,6,SALÓN COMUNAL,SALÓN COMUNAL LAS PALMAS,SALÓN COMUNAL LAS PALMAS,"{'rings': [[[492988.38719999976, 1095223.4136999995], [492988.39389999956, 1095223.4996000007], [492989.06489999965, 1095232.1600000001], [493002.35950000025, 1095230.7127], [493001.5061999997, 1095224.8629], [493001.45210000034, 1095223.8047000002], [493001.5388000002, 1095223.4275000002], [493001.27469999995, 1095222.073999999], [492988.38719999976, 1095223.4136999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
182,189,6,SALÓN COMUNAL,SALÓN COMUNAL SAN FRANCISCO,SALÓN COMUNAL SAN FRANCISCO,"{'rings': [[[493897.79530000035, 1095496.9185000006], [493922.6381000001, 1095481.916099999], [493919.41170000006, 1095476.3506000005], [493921.0248999996, 1095475.4634000007], [493918.12119999994, 1095470.5431999993], [493916.9112999998, 1095471.2690999992], [493911.6684999997, 1095463.1226000004], [493889.7293999996, 1095476.6733], [493891.6651999997, 1095479.4963000007], [493889.00349999964, 1095481.4320999999], [493894.5689000003, 1095489.5786000006], [493893.2784000002, 1095490.2238999996], [493897.79530000035, 1095496.9185000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
183,190,4,SALÓN COMUNAL,SALÓN COMUNAL LOMAS DE OCLORO,SALÓN COMUNAL LOMAS DE OCLORO,"{'rings': [[[491993.7603000002, 1096828.4004999995], [491993.66610000003, 1096841.0954999998], [491998.6297000004, 1096840.9002999999], [491998.45490000024, 1096827.7370999996], [491993.7603000002, 1096828.4004999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
184,191,11,SALÓN COMUNAL,SALÓN COMUNAL LUNA PARK,SALÓN COMUNAL LUNA PARK,"{'rings': [[[491015.0423999997, 1096723.4011000004], [490999.81630000006, 1096709.4385000002], [490987.8513000002, 1096723.1983000003], [491003.9423000002, 1096736.3061999995], [491015.0423999997, 1096723.4011000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
185,192,10,SALÓN COMUNAL,SALÓN COMUNAL 15 DE SETIEMBRE,SALÓN COMUNAL 15 DE SETIEMBRE,"{'rings': [[[489463.9979999997, 1095536.6784000006], [489454.93460000027, 1095526.1648999993], [489454.3393000001, 1095526.8263000008], [489452.35500000045, 1095524.3789000008], [489452.81799999997, 1095524.0482], [489447.65859999973, 1095517.8304999992], [489431.4528000001, 1095531.6549999993], [489448.22300000023, 1095551.1215000004], [489463.9979999997, 1095536.6784000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
186,193,9,SALÓN COMUNAL,SALÓN COMUNAL LOS LAURELES,SALÓN COMUNAL LOS LAURELES,"{'rings': [[[483655.0059000002, 1100760.481899999], [483661.74760000035, 1100774.9284000006], [483672.20419999957, 1100770.2504999992], [483665.4625000004, 1100756.0790999997], [483655.0059000002, 1100760.481899999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
187,194,2,SALÓN COMUNAL,SALÓN COMUNAL BARRIO MÉXICO,SALÓN COMUNAL BARRIO MÉXICO,"{'rings': [[[490772.99590000045, 1099350.8960999995], [490772.9168999996, 1099362.9359000009], [490773.21690000035, 1099366.8759000003], [490780.5569000002, 1099366.3859], [490783.82689999975, 1099367.9261000007], [490789.7969000004, 1099356.0359000005], [490794.84690000024, 1099345.2260999996], [490793.8668999998, 1099343.7159000002], [490784.4769000001, 1099344.3759000003], [490784.45689999964, 1099345.2759000007], [490781.4769000001, 1099345.4760999996], [490772.5669, 1099346.0958999991], [490772.99590000045, 1099350.8960999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
188,195,3,SALÓN COMUNAL,SALÓN COMUNAL CORAZÓN DE JESÚS,SALÓN COMUNAL CORAZÓN DE JESÚS,"{'rings': [[[489418.29110000003, 1097954.7687], [489450.55929999985, 1097948.9357999992], [489441.0493000001, 1097920.7258000001], [489439.05929999985, 1097914.7958000004], [489424.1693000002, 1097917.6557999998], [489424.0493000001, 1097916.9458000008], [489416.0393000003, 1097918.3758000005], [489417.7949000001, 1097929.2996999994], [489418.37930000015, 1097929.2058000006], [489420.87930000015, 1097944.0957999993], [489414.0292999996, 1097945.3357999995], [489415.5393000003, 1097955.2657999992], [489418.29110000003, 1097954.7687]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
189,196,5,SALÓN COMUNAL,SALÓN COMUNAL BARRIO CUBA,SALÓN COMUNAL BARRIO CUBA,"{'rings': [[[490110.3569, 1097370.9268999994], [490116.5602000002, 1097384.7861000001], [490121.1173999999, 1097382.5960000008], [490116.2764999997, 1097371.8829999994], [490114.21050000004, 1097372.5924999993], [490112.8311999999, 1097369.7515999991], [490110.3569, 1097370.9268999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
190,197,3,SALÓN COMUNAL,SALÓN COMUNAL LOS PINOS,SALÓN COMUNAL LOS PINOS,"{'rings': [[[489654.2340000002, 1097252.4551999997], [489656.60610000044, 1097238.5044999998], [489647.7690000003, 1097236.9699000008], [489645.81099999975, 1097248.5587000009], [489646.76350000035, 1097252.421599999], [489647.6102, 1097252.6862000003], [489648.98599999957, 1097252.3158], [489649.19770000037, 1097251.8925], [489654.2340000002, 1097252.4551999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
191,198,9,ASOCIACIÓN,ASOCIACIONES SOCIALES,ASOCIACIONES SOCIALES,"{'rings': [[[482109.8114, 1101493.9228000008], [482107.26070000045, 1101484.9801000003], [482099.3683000002, 1101487.1206999999], [482101.91899999976, 1101496.2733999994], [482109.8114, 1101493.9228000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
192,199,9,SALÓN COMUNAL,SALÓN COMUNAL BRIBRÍ,SALÓN COMUNAL BRIBRÍ,"{'rings': [[[482071.0338000003, 1101532.6827000007], [482102.4331, 1101523.0601000004], [482102.5332000004, 1101523.8003000002], [482108.5248999996, 1101522.1599000003], [482104.0236999998, 1101506.8052999992], [482066.8426999999, 1101518.0683999993], [482071.0338000003, 1101532.6827000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
193,200,2,SALÓN COMUNAL,SALÓN COMUNAL BARRIO CLARET,SALÓN COMUNAL BARRIO CLARET,"{'rings': [[[489751.7468999997, 1099283.4451000001], [489742.20990000013, 1099284.0587000009], [489742.4285000004, 1099287.4342999998], [489736.95689999964, 1099287.7458999995], [489737.0119000003, 1099292.4397], [489737.4193000002, 1099298.4302999992], [489752.59690000024, 1099297.4058999997], [489751.7468999997, 1099283.4451000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
194,201,10,SALÓN COMUNAL,SALÓN COMUNAL HATILLO 8,SALÓN COMUNAL HATILLO 8,"{'rings': [[[487761.75409999955, 1097738.542199999], [487764.52990000043, 1097746.4280999992], [487772.8574999999, 1097742.9583], [487773.8037999999, 1097745.4187000003], [487776.8320000004, 1097744.0307999998], [487778.0937999999, 1097746.8696999997], [487785.9797, 1097742.2643], [487789.5126, 1097749.204], [487792.16229999997, 1097748.0683999993], [487795.19049999956, 1097746.8696999997], [487798.9127000002, 1097744.9140000008], [487801.2468999997, 1097742.9583], [487797.90330000035, 1097736.3341000006], [487797.1462000003, 1097736.7756999992], [487792.60390000045, 1097725.7354000006], [487779.1031999998, 1097732.8012000006], [487778.5354000004, 1097730.9716999996], [487770.7125000004, 1097734.6306999996], [487761.75409999955, 1097738.542199999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
195,202,10,SALÓN COMUNAL,SALÓN COMUNAL HATILLO 3,SALÓN COMUNAL HATILLO 3,"{'rings': [[[488682.04729999974, 1096571.2678999994], [488677.7801999999, 1096567.1993000004], [488672.02469999995, 1096567.2984999996], [488667.66420000046, 1096571.9433999993], [488667.8569, 1096577.9165000003], [488672.4216, 1096581.6874000002], [488678.1771, 1096581.3896999992], [488681.94799999986, 1096577.2218999993], [488682.04729999974, 1096571.2678999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
196,203,3,SALÓN COMUNAL,SALÓN COMUNAL CRISTO REY,SALÓN COMUNAL CRISTO REY,"{'rings': [[[490720.2965000002, 1097104.9712000005], [490719.92789999954, 1097095.3025000002], [490717.0692999996, 1097092.6855999995], [490692.6655000001, 1097094.4540999997], [490693.43319999985, 1097106.4887000006], [490720.2965000002, 1097104.9712000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
197,204,6,SALÓN COMUNAL,SALÓN COMUNAL LA PACÍFICA,SALÓN COMUNAL LA PACÍFICA,"{'rings': [[[492731.8886000002, 1096063.3593000006], [492743.5094999997, 1096059.5267999992], [492737.3280999996, 1096038.1393999998], [492725.45999999996, 1096041.7246000003], [492731.8886000002, 1096063.3593000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
198,205,9,CEMENTERIO,CEMENTERIO DE PAVAS,CEMENTERIO DE PAVAS,"{'rings': [[[485239.8546000002, 1099676.1023999993], [485240.5190000003, 1099675.8754999992], [485234.37119999994, 1099636.2116999999], [485234.1369000003, 1099635.8912000004], [485161.60819999967, 1099651.0523000006], [485157.51240000036, 1099651.8414999992], [485148.94130000006, 1099653.5260000005], [485154.2450000001, 1099693.6444000006], [485161.8490000004, 1099692.5754000004], [485161.84779999964, 1099692.1508000009], [485239.8546000002, 1099676.1023999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
199,206,2,TERMINAL DE AUTOBUSES,TERMINAL 7-10,TERMINAL 7-10,"{'rings': [[[490937.87090000045, 1099047.5845999997], [490940.7636000002, 1099047.1610000003], [490941.03830000013, 1099045.8177000005], [490941.55929999985, 1099042.5489000008], [490941.80700000003, 1099041.8473000005], [490941.9143000003, 1099038.8923000004], [490942.0208999999, 1099035.1613999996], [490941.7982999999, 1099033.5200999994], [490940.8535000002, 1099027.4920000006], [490940.18649999984, 1099023.1948000006], [490939.57469999976, 1099018.822899999], [490939.6173999999, 1099018.2412], [490939.4615000002, 1099016.1218999997], [490939.2383000003, 1099013.9134999998], [490966.66889999993, 1099014.4629999995], [490965.9824999999, 1099003.4053000007], [490967.0493000001, 1099003.2576000001], [490966.6556000002, 1098994.0965999998], [490966.37129999977, 1098986.2471999992], [490965.15780000016, 1098956.4684999995], [490964.0641000001, 1098956.2884], [490964.0641000001, 1098954.4363000002], [490958.7411000002, 1098954.3830999993], [490958.77240000013, 1098955.9576999992], [490942.46270000003, 1098955.9779000003], [490942.26860000007, 1098955.1424000002], [490939.9930999996, 1098943.6537999995], [490940.0477, 1098943.0270000007], [490938.03079999983, 1098933.6461999994], [490933.90160000045, 1098934.2618000004], [490929.0729, 1098934.1294999998], [490929.53589999955, 1098936.2462000009], [490922.65670000017, 1098935.5846999995], [490922.9212999996, 1098936.9737999998], [490906.58330000006, 1098939.7519000005], [490908.96449999977, 1098956.1560999993], [490916.3066999996, 1099007.2207999993], [490915.37739999965, 1099007.1942999996], [490915.6551999999, 1099015.9652999993], [490928.4478000002, 1099016.0182000007], [490928.23620000016, 1099017.3939999994], [490933.9512, 1099017.2882000003], [490936.6058, 1099036.5189999994], [490936.0767000001, 1099036.5189999994], [490936.2751000002, 1099046.9039999992], [490936.23709999956, 1099047.8237999994], [490937.87090000045, 1099047.5845999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
200,210,9,CEMENTERIO,CEMENTERIO METROPOLITANO,CEMENTERIO METROPOLITANO,"{'rings': [[[484119.0493999999, 1100894.4623000007], [484119.3223000001, 1100917.3913000003], [484216.65780000016, 1100909.4184000008], [484383.5685999999, 1100891.3922000006], [484384.23560000025, 1100891.3562000003], [484389.9171000002, 1100975.2430000007], [484518.0292999996, 1100961.9326000009], [484641.4545, 1100950.2256000005], [484687.67789999954, 1100945.6303000003], [484695.2792999996, 1100842.4683999997], [484675.37650000025, 1100838.4878000002], [484679.35699999984, 1100797.3551000003], [484525.4413999999, 1100785.4134], [484536.87849999964, 1100650.4801000003], [484530.0318, 1100659.7484000009], [484526.6500000004, 1100656.7919999994], [484521.0206000004, 1100657.7116], [484513.42870000005, 1100657.7116], [484502.67360000033, 1100652.0177999996], [484490.02049999963, 1100638.7320000008], [484481.7960000001, 1100636.2014000006], [484475.4693999998, 1100629.8748000003], [484471.67349999957, 1100621.0176999997], [484468.8646999998, 1100612.5911999997], [484313.60670000035, 1100777.3161999993], [484228.9397999998, 1100789.8838999998], [484152.21050000004, 1100766.7327999994], [484120.46050000004, 1100869.2590999994], [484119.19969999976, 1100882.5771999992], [484119.0493999999, 1100894.4623000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
