,OBJECTID,CED_JUR_COND,NOMBRE,MATRIZ,NIVELES,CANT_FF,FF_MENOR,FF_MAYOR,LOCALIZACION,created_user,created_date,last_edited_user,last_edited_date,OBSERVACIONES,GlobalID,SHAPE.STArea(),SHAPE.STLength(),SHAPE
30,32,0,COND. COM. RESIDENCIAL V-H CONDADO DEL PARQUE,00003149 M,12,783,00092205 F,00092987 F,020127 00016C,,,SDE,2019-09-15 04:28:03,,{782E2148-5D21-43C5-B9F1-15C55F4793ED},19967.74786376953,637.1601771510094,"{'rings': [[[489593.6666000001, 1099278.2426999994], [489559.1687000003, 1099225.8430000003], [489561.59279999975, 1099196.7528000008], [489558.4266999997, 1099200.8765999991], [489553.8691999996, 1099205.5947999991], [489552.2344000004, 1099207.0370000005], [489548.6919, 1099209.2369999997], [489543.0115, 1099210.5491000004], [489539.7943000002, 1099215.6610000003], [489528.7084999997, 1099224.0131], [489523.76460000034, 1099227.7379], [489519.3251, 1099230.6692999993], [489510.67140000034, 1099236.3835000005], [489495.41060000006, 1099243.7827000003], [489485.0713999998, 1099247.9030000009], [489481.38100000005, 1099249.5470000003], [489463.9255999997, 1099252.227499999], [489462.23539999966, 1099252.4870999996], [489455.7467, 1099251.1254999992], [489436.2385999998, 1099250.8523999993], [489437.33389999997, 1099264.9700000007], [489441.5588999996, 1099289.2146000005], [489429.4809999997, 1099290.2239999995], [489423.81259999983, 1099290.0876000002], [489427.33970000036, 1099313.8573000003], [489426.46829999983, 1099318.2191000003], [489425.3669999996, 1099320.6665000003], [489423.04200000037, 1099322.8692000005], [489420.4721999997, 1099324.0929000005], [489417.5427000001, 1099324.3563], [489418.45079999976, 1099338.6975999996], [489419.61560000014, 1099341.958900001], [489422.18539999984, 1099344.5286999997], [489424.40529999975, 1099346.1720000003], [489426.78000000026, 1099347.4627], [489429.6180999996, 1099348.0403000005], [489423.20139999967, 1099355.7101000007], [489424.2193, 1099379.5183000006], [489567.8585999999, 1099348.6744999997], [489597.24899999984, 1099339.4298999999], [489594.87040000036, 1099337.6182000004], [489593.45859999955, 1099314.7116999999], [489595.87959999964, 1099297.4506], [489591.3531999998, 1099284.5306000002], [489593.6666000001, 1099278.2426999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
31,33,0,CONDOMINIO NUEVO CENTRO COLON,00000830 M,9,58,00014616 F,00014673 F,020104 0003 C,,,SDE,2019-09-15 04:27:42,,{C24F7524-5537-45DD-BBC3-911D3CAF8EDF},1113.605712890625,149.55123213199101,"{'rings': [[[489449.3510999996, 1098733.2862999998], [489395.3280999996, 1098738.1974999998], [489396.53560000006, 1098752.4834000003], [489449.7625000002, 1098759.4717999995], [489451.96860000025, 1098757.4101], [489449.3510999996, 1098733.2862999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
32,34,0,CONDOMINIO TORRE MERCEDES S.A,00001388 M,14,913,00027552 F,00028464 F,020091 0002 C,,,SDE,2019-09-15 04:27:17,,{31509268-5336-4642-A41F-19BCDEF1C97C},4900.957458496094,354.1793583214546,"{'rings': [[[490225.8044999996, 1098650.0217000004], [490221.42030000035, 1098628.1785000004], [490232.57100000046, 1098627.0625999998], [490232.12509999983, 1098623.0039000008], [490260.99540000036, 1098620.1086], [490259.7106999997, 1098605.7536999993], [490230.5645000003, 1098608.7687], [490230.1749999998, 1098605.8442000002], [490217.2028999999, 1098607.3202], [490209.3783999998, 1098568.7068000007], [490181.4464999996, 1098571.2140999995], [490159.9709999999, 1098573.1268000007], [490154.5614, 1098573.8189000003], [490156.61039999966, 1098579.8457999993], [490155.8389999997, 1098581.2793000005], [490159.9916000003, 1098592.8553999998], [490171.84360000025, 1098626.0308999997], [490181.8085000003, 1098653.9177], [490184.6261999998, 1098655.9443999995], [490199.7503000004, 1098653.3916999996], [490200.1936999997, 1098655.0924999993], [490226.1372999996, 1098651.513699999], [490225.8044999996, 1098650.0217000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
33,35,0,CONDOMINIO ALFA,00000256 M,3,11,00004252 F,00004262 F,020084 0004 C,,,SDE,2019-09-15 04:27:06,,{BBC286AD-782E-4842-AC7C-2188945EF805},362.57281494140625,84.44908442042389,"{'rings': [[[490626.03949999996, 1099375.5932], [490625.70330000017, 1099370.8629], [490625.37210000027, 1099370.8632999994], [490624.7567999996, 1099363.2678999994], [490596.9364, 1099367.0277999993], [490594.3990000002, 1099369.1196999997], [490594.6079000002, 1099370.8506000005], [490595.40270000044, 1099378.6695000008], [490626.03949999996, 1099375.5932]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
34,36,0,CONDOMINIO ROSA,00000019 M,1,6,00032987 F,00032992 F,020130 00061C,,,SDE,2019-09-15 04:29:02,,{4CA19B5B-F9B1-49ED-8328-48F2A2256BE1},799.0678405761719,113.17564453723182,"{'rings': [[[489453.8744000001, 1099050.0840000007], [489481.30879999977, 1099046.7126000002], [489478.29750000034, 1099017.794399999], [489451.6353000002, 1099020.5083000008], [489453.8744000001, 1099050.0840000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
35,38,0,CONDOMINIO ALCAZAR,00000684 M,2,14,00010888 F,00010901 F,020151 0005 C,,,SDE,2019-09-15 04:30:29,,{8B4FE0E2-8AB0-4A7B-A1FB-AE9C7D3F6E72},925.4780578613281,126.46665201032812,"{'rings': [[[490145.45490000024, 1099369.17], [490144.11569999997, 1099355.5315000005], [490120.32490000036, 1099358.7796999998], [490121.8258999996, 1099368.7766999993], [490122.21499999985, 1099371.3133000005], [490122.60419999994, 1099373.9990999997], [490123.2718000002, 1099378.8932000007], [490123.93929999974, 1099383.697899999], [490124.6624999996, 1099388.950099999], [490126.0526999999, 1099398.6190000009], [490126.9358999999, 1099398.4688000008], [490135.49170000013, 1099397.2361999992], [490140.62519999966, 1099396.4847], [490147.9665999999, 1099395.4024999999], [490145.6780000003, 1099371.3187000006], [490145.45490000024, 1099369.17]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
36,39,0,CONDOMINIO HORIZONTAL RESIDENCIAL ALASKA,00001895 M,1,41,00039635 F,00039675 F,020116 0155 C,,,SDE,2019-09-15 04:27:49,,{5E1535DA-B376-4BEE-BDC6-A098FEAB138D},7673.427032470703,530.8098876140701,"{'rings': [[[489948.8875000002, 1099075.355799999], [489949.99149999954, 1099075.2053999994], [489960.9241000004, 1099076.7759000007], [490003.96829999983, 1099086.5430999994], [490004.8789999997, 1099086.4003999997], [490007.1429000003, 1099086.8158999998], [490009.8487, 1099087.4397999998], [490011.39499999955, 1099087.9157999996], [490013.05200000014, 1099088.6601999998], [490015.5928999996, 1099090.0305000003], [490017.41610000003, 1099091.2821999993], [490019.2944, 1099092.5039000008], [490020.8962000003, 1099093.3081], [490021.83469999954, 1099093.3070999999], [490022.9386999998, 1099093.1567000002], [490024.5939999996, 1099092.2895], [490025.97360000014, 1099091.7508000005], [490028.5675999997, 1099090.9721000008], [490030.72009999957, 1099090.4326000009], [490032.59700000007, 1099090.3410999998], [490037.2344000004, 1099090.3363000005], [490042.31340000033, 1099090.2712999992], [490043.80370000005, 1099090.0011], [490045.68010000046, 1099089.4022000004], [490046.94969999976, 1099089.1919999998], [490048.05370000005, 1099089.1012999993], [490049.2679000003, 1099088.7717000004], [490050.3716000002, 1099088.2929999996], [490053.90220000036, 1099085.8120000008], [490055.4467000002, 1099084.4971999992], [490056.3836000003, 1099082.9441999998], [490057.1113999998, 1099071.0239000004], [490057.1261999998, 1099070.7818999998], [490025.6534000002, 1099060.2497000005], [489950.7276999997, 1099047.7190000005], [489948.9241000004, 1099047.4174000006], [489945.61679999996, 1099043.1840000004], [489939.2681999998, 1099009.4570000004], [489935.4210000001, 1098989.0185000002], [489933.8945000004, 1098991.7710999995], [489932.5164000001, 1098993.8319000006], [489928.1880999999, 1098998.9999000002], [489923.96839999966, 1099002.5262000002], [489923.0860000001, 1099003.3628000002], [489919.83019999973, 1099004.7839000002], [489917.5122999996, 1099005.5473999996], [489911.62739999965, 1099026.8938999996], [489903.33499999996, 1099026.5742000006], [489901.4685000004, 1099026.0986000001], [489900.3644000003, 1099026.0847999994], [489900.02830000035, 1099026.1790999994], [489894.3557000002, 1099034.6421000008], [489895.1286000004, 1099034.6712999996], [489897.39279999956, 1099035.3255000003], [489892.0493999999, 1099046.613], [489877.0343000004, 1099047.7031999994], [489875.45600000024, 1099069.5227000006], [489875.01439999975, 1099069.6127000004], [489872.86170000024, 1099069.9730999991], [489872.8629999999, 1099071.196799999], [489873.2664999999, 1099087.6119999997], [489873.61099999957, 1099100.2665999997], [489892.37480000034, 1099093.9792999998], [489920.2997000003, 1099084.4290999994], [489948.8875000002, 1099075.355799999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
37,40,0,CONDOMINIO VERT COMERCIAL TORRES PASEO COLON,00003289 M,0,945,00099612 F,00100556 F,020092 0009 C,,,114030753,2021-12-06 13:19:57,,{75BA0972-F969-47B6-8DE5-DCDD89592C97},3395.6467895507812,251.84633579453163,"{'rings': [[[490048.0127999997, 1098626.0311999992], [490043.6627000002, 1098583.9222], [490026.99179999996, 1098585.4915999994], [490024.72860000003, 1098585.7029], [490002.2065000003, 1098587.9649], [490008.70859999955, 1098629.146400001], [490010.1535, 1098638.2480999995], [490010.2095999997, 1098639.1733], [490010.6672, 1098647.6778999995], [490012.0111999996, 1098672.6592999995], [490044.7999, 1098668.5361000001], [490052.36230000015, 1098667.6328999996], [490049.8967000004, 1098644.0502000004], [490048.0127999997, 1098626.0311999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
38,41,0,CONDOMINIO SIMON,00000937 M,3,9,00017748 F,00017756 F,030002 0018 C,,,SDE,2019-04-23 16:40:04,,{D52208D7-DA19-40C8-B874-BDFBB456AEA1},418.6741943359375,82.14711590708154,"{'rings': [[[491146.97530000005, 1098435.6977999993], [491169.49710000027, 1098433.9505000003], [491167.2090999996, 1098415.0574999992], [491145.39360000007, 1098417.1546], [491146.97530000005, 1098435.6977999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
39,42,0,CONDOMINIO ABELINA SOCIEDAD ANONIMA,00000255 M,1,7,00004245 F,00004251 F,030152 0098 C,,,SDE,2019-01-30 19:14:42,,{94AEC4FC-1E0A-4DFD-BFBF-5DAF88A96C45},693.4502563476562,123.65230885743854,"{'rings': [[[489663.8315000003, 1097605.7122000009], [489674.7374999998, 1097604.727499999], [489671.23220000044, 1097557.6758999992], [489656.49540000036, 1097559.1950000003], [489660.0022999998, 1097605.3705000002], [489663.8822999997, 1097605.2018], [489663.8315000003, 1097605.7122000009]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
40,43,0,CONDOMINIOVERTICALRESIDENCIALCOMERCIALSEISTREINTA,00003000 M,19,606,00085139 F,00085744 F,030131 0001 C,,,114130745,2021-11-30 21:31:42,,{B97055DF-EACE-4BF0-86E1-E484CDF955F6},8354.870361328125,520.6180627486285,"{'rings': [[[489811.6180999996, 1098271.0617999993], [489814.3287000004, 1098272.6251999997], [489891.80480000004, 1098265.8775999993], [489892.9036999997, 1098264.3103], [489891.3842000002, 1098248.2905000001], [489890.24149999954, 1098248.3763999995], [489889.0585000003, 1098235.9350000005], [489890.20710000023, 1098235.6565000005], [489889.36149999965, 1098226.3235999998], [489870.13879999984, 1098228.0998999998], [489868.23670000024, 1098222.3781000003], [489854.2801999999, 1098227.3790000007], [489845.77440000046, 1098193.2682000007], [489855.34339999966, 1098189.3748000003], [489854.3624999998, 1098186.8983999994], [489885.00289999973, 1098183.2824000008], [489884.68620000035, 1098180.1941], [489868.0131999999, 1098181.3235999998], [489857.85819999967, 1098151.1676000003], [489869.06549999956, 1098147.082800001], [489868.26630000025, 1098144.7252999991], [489871.14109999966, 1098143.4165000003], [489865.76999999955, 1098125.5353999995], [489801.9687999999, 1098150.8157000002], [489808.7589999996, 1098248.9268999994], [489810.15579999983, 1098249.0101999994], [489811.6180999996, 1098271.0617999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
41,44,0,CONDOMINIO LAS AMÉRICAS,00000008 M,0,128,00000156 F,00003989 F,030013 0002 C,,,SDE,2019-01-30 19:14:42,,{73A16AD6-E726-465B-AAFB-36E400FF2526},1628.6303405761719,232.61872855548293,"{'rings': [[[491065.5826000003, 1098372.1645999998], [491087.7254999997, 1098369.2774], [491079.9939000001, 1098292.9266], [491060.6607999997, 1098295.1960000005], [491066.4155000001, 1098337.9804999996], [491045.2725999998, 1098342.0682999995], [491045.58079999965, 1098345.7084999997], [491061.2352, 1098342.7742999997], [491064.4243000001, 1098356.5808000006], [491065.5826000003, 1098372.1645999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
42,45,0,CONDOMINIO MICRO BODEGAS,00000089 M,0,50,00002156 F,00002205 F,030152 0084 C,,,SDE,2019-01-30 19:14:43,,{0BAFA9B9-BDD1-4147-A901-EC715D2714E0},2736.1373596191406,218.25562796016362,"{'rings': [[[489663.8315000003, 1097605.7122000009], [489663.8822999997, 1097605.2018], [489660.0022999998, 1097605.3705000002], [489656.49540000036, 1097559.1950000003], [489597.6847000001, 1097565.257099999], [489600.90270000044, 1097610.4622000009], [489659.0883999998, 1097606.1615999993], [489663.8315000003, 1097605.7122000009]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
43,46,0,CONDOMINIO PLAZA VENTURA,00000511 M,0,24,00007596 F,00007601 F,030152 0891 C,,,SDE,2019-01-30 19:14:43,,{E6AB1FB0-A7F1-46D6-ACF2-6C8A640BF90C},4302.949798583984,281.6256922582248,"{'rings': [[[489733.6604000004, 1097862.3673999999], [489781.1255000001, 1097866.0713999998], [489816.60950000025, 1097814.1634999998], [489787.6048999997, 1097796.6577000003], [489764.90160000045, 1097784.6066999994], [489766.6129999999, 1097808.0905000009], [489729.8962000003, 1097811.3563], [489733.6604000004, 1097862.3673999999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
44,47,0,CONDOMINIO VEVIDEYI,00000186 M,0,9,00003304 F,00003312 F,030213 0014 C,,,USER_INF_GEOGRAFICA,2022-04-06 12:57:16,,{7CE61F43-6372-43CB-8D67-AFF15151703A},522.9483032226562,93.2303816544369,"{'rings': [[[490303.00100000016, 1097728.7232000008], [490324.07519999985, 1097727.3324999996], [490325.01690000016, 1097719.7462000009], [490326.8280999996, 1097709.4199], [490304.9252000004, 1097703.3741999995], [490303.95440000016, 1097706.8926999997], [490299.8163999999, 1097705.6520000007], [490301.47759999987, 1097717.6997999996], [490303.00100000016, 1097728.7232000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
45,48,0,CONDOMINIO IRENE,00000813 M,2,3,00014341 F,00014343 F,030143 0011 C,,,SDE,2019-01-30 19:14:43,,{B4CBD96E-4FE0-4F6C-BD70-4F19A2A70CD0},198.89639282226562,103.06056515837797,"{'rings': [[[489276.4709999999, 1097715.1665000003], [489276.27990000043, 1097712.2486000005], [489276.08609999996, 1097709.2875999995], [489275.82359999977, 1097704.1610000003], [489275.66610000003, 1097701.204], [489275.4036999997, 1097696.4305000007], [489275.3809000002, 1097694.7555999998], [489273.0022999998, 1097694.7880000006], [489272.9890999999, 1097694.7652000003], [489267.84499999974, 1097694.8352000006], [489268.40490000043, 1097704.2660000008], [489268.8317, 1097712.3476], [489269.32930000033, 1097720.4379999992], [489276.7324999999, 1097720.4038999993], [489276.4709999999, 1097715.1665000003]], [[489264.0104, 1097709.7289000005], [489263.7304999996, 1097709.6764000002], [489264.25540000014, 1097715.9403000008], [489264.5003000004, 1097715.8703000005], [489264.6355999997, 1097715.6019000001], [489264.2204, 1097710.4112], [489264.18539999984, 1097709.9737999998], [489264.0104, 1097709.7289000005]], [[489263.1180999996, 1097698.8282999992], [489262.73319999967, 1097698.6884000003], [489263.3280999996, 1097705.0746999998], [489263.69600000046, 1097704.8997000009], [489263.66050000023, 1097704.4798000008], [489263.22310000006, 1097699.3006999996], [489263.1180999996, 1097698.8282999992]], [[489264.7452999996, 1097717.2874999996], [489264.32540000044, 1097717.2524999995], [489264.5303999996, 1097719.2864999995], [489264.79619999975, 1097719.2667999994], [489265.09140000027, 1097719.0503000002], [489265.3375000004, 1097718.6960000005], [489265.37679999974, 1097718.2433000002], [489265.3052000003, 1097717.8999000005], [489265.09520000033, 1097717.5500000007], [489264.7452999996, 1097717.2874999996]], [[489263.88800000027, 1097706.4570000004], [489263.4330000002, 1097706.352], [489263.608, 1097708.3991], [489263.88800000027, 1097708.3641], [489264.25540000014, 1097708.0842000004], [489264.4654000001, 1097707.6817000005], [489264.51779999956, 1097707.2093000002], [489264.25540000014, 1097706.7719], [489263.88800000027, 1097706.4570000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
46,49,0,CONDOMINIO JOHNNY RAMIREZ Nº3,00000727 M,2,8,00011747 F,00011754 F,030202 0001 C,,,SDE,2019-01-30 19:14:43,,{806D43D9-8A81-4180-80C0-768BC9A63CA6},224.59893798828125,99.75184576208162,"{'rings': [[[490189.7918999996, 1097023.4433999993], [490187.3057000004, 1097009.1828000005], [490179.35250000004, 1097010.6445000004], [490180.4796000002, 1097016.7769000009], [490182.76109999977, 1097016.3575999998], [490183.1178000001, 1097018.2985999994], [490180.63829999976, 1097018.7543000001], [490181.7709999997, 1097024.9175000004], [490189.7918999996, 1097023.4433999993]], [[490200.5546000004, 1097021.6554000005], [490199.6180999996, 1097015.5074000005], [490197.21360000037, 1097015.8737000003], [490196.9144000001, 1097013.9099000003], [490199.1783999996, 1097013.5649999995], [490198.23539999966, 1097007.3746000007], [490190.31209999975, 1097008.8758000005], [490192.56659999955, 1097023.053200001], [490200.5546000004, 1097021.6554000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
47,50,0,CONDOMINIO JOHNNY RAMIREZ N°2,00000726 M,2,8,00011739 F,00011746 F,030201 0020 C,,,SDE,2019-01-30 19:14:44,,{5F54902F-A904-4800-A263-A88B0C10FB09},187.26834106445312,87.30961133647803,"{'rings': [[[490131.5576999998, 1096934.7836000007], [490133.9587000003, 1096929.0735999998], [490134.77689999994, 1096929.4176000003], [490136.1807000004, 1096926.0790999997], [490129.45239999983, 1096923.2499000002], [490124.16810000036, 1096935.8170999996], [490130.9890999999, 1096938.5754000004], [490132.4293999998, 1096935.1501000002], [490131.5576999998, 1096934.7836000007]], [[490121.00540000014, 1096934.4352000002], [490123.6383999996, 1096928.2460999992], [490126.26829999965, 1096922.0644000005], [490119.6041000001, 1096919.2292999998], [490118.0674999999, 1096922.4976000004], [490119.0192999998, 1096922.9451000001], [490117.6690999996, 1096925.8170999996], [490116.5713999998, 1096928.7608000003], [490115.60560000036, 1096928.4005999994], [490114.2807, 1096931.9536000006], [490121.00540000014, 1096934.4352000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
48,51,0,CONDOMINIO JOHNNY RAMIREZ N°1,00000725 M,2,8,00011731 F,00011738 F,030201 0021 C,,,SDE,2019-01-30 19:14:44,,{195022A5-8BCF-41A1-BB30-200BF452FF3B},189.62088012695312,92.49024738576297,"{'rings': [[[490108.38910000026, 1096923.2695000004], [490109.1035000002, 1096921.5232999995], [490111.00850000046, 1096922.4758000001], [490113.17810000014, 1096916.8400999997], [490106.77520000003, 1096913.5856999997], [490101.7215999998, 1096926.4444999993], [490108.0451999996, 1096929.8575999998], [490110.2940999996, 1096924.3278], [490108.38910000026, 1096923.2695000004]], [[490099.2873999998, 1096925.1216000002], [490104.341, 1096912.2364000008], [490098.01740000024, 1096908.9554999992], [490095.8213999998, 1096914.4323999994], [490097.67349999957, 1096915.4642999992], [490097.06489999965, 1096917.2369999997], [490095.21279999986, 1096916.2315999996], [490092.9902999997, 1096921.8408000004], [490099.2873999998, 1096925.1216000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
