,OBJECTID,ENTIDAD,SUBCATEGORIA,CATEGORIA,NOMBRE,ABREVIADO,TIPO_SEDE,ID_DISTRITO,OBSER_INSTITUCION,SHAPE
94,101,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE JUSTICIA Y PAZ,MINISTERIO DE JUSTICIA Y PAZ,OFICINAS ADMINISTRATIVAS,4, ,"{'rings': [[[491329.6687000003, 1097866.357999999], [491374.7432000004, 1097862.6654000003], [491376.92420000024, 1097860.986300001], [491374.6838999996, 1097817.7972999997], [491374.4349999996, 1097817.5483], [491344.28309999965, 1097820.6085], [491337.64180000033, 1097821.2826000005], [491333.2608000003, 1097821.7271999996], [491332.73950000014, 1097821.7800999992], [491332.73950000014, 1097823.6470999997], [491330.5664999997, 1097823.9729999993], [491330.25019999966, 1097824.0205000006], [491329.23230000027, 1097847.988], [491328.8810999999, 1097856.2566], [491329.6687000003, 1097866.357999999]], [[491350.28890000004, 1097849.6600000001], [491350.28890000004, 1097844.3081], [491356.51209999993, 1097843.8102000002], [491356.63659999985, 1097849.0376999993], [491350.28890000004, 1097849.6600000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
95,102,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE HACIENDA,MINISTERIO DE HACIENDA,OFICINAS CENTRALES,4, ,"{'rings': [[[491458.71970000025, 1098277.9574999996], [491456.63049999997, 1098260.2949], [491491.09949999955, 1098256.2053999994], [491489.0389999999, 1098244.9761999995], [491445.61170000024, 1098250.0829000007], [491447.45830000006, 1098269.8356999997], [491448.7221999997, 1098283.3549000006], [491449.1213999996, 1098287.6258000005], [491458.18850000016, 1098286.7795000002], [491457.40950000007, 1098278.4057], [491458.71970000025, 1098277.9574999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
96,103,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ELECTRICIDAD,ICE,AGENCIA KOLBI ICE,4, ,"{'rings': [[[491549.23819999956, 1098272.7803000007], [491548.93120000046, 1098269.5157999992], [491549.03720000014, 1098269.4964000005], [491546.8587999996, 1098255.7726000007], [491546.74980000034, 1098255.6634999998], [491535.3222000003, 1098257.0110999998], [491532.2182, 1098257.3771000002], [491504.56489999965, 1098260.6381], [491506.4556, 1098276.8691000007], [491549.23819999956, 1098272.7803000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
97,105,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE OBRAS PÚBLICAS Y TRANSPORTES,MOPT,OFICINA DE LICENCIAS,4, ,"{'rings': [[[491600.1398, 1097550.7189000007], [491597.8887, 1097523.823999999], [491583.3150000004, 1097525.3140999991], [491581.2580000004, 1097496.4071999993], [491582.6626000004, 1097496.4071999993], [491582.0773, 1097488.0965], [491581.8432, 1097482.8291999996], [491589.48510000017, 1097473.5497999992], [491556.09190000035, 1097475.8060999997], [491558.7739000004, 1097510.6722], [491559.0181999998, 1097511.0385999996], [491559.7728000004, 1097519.2532000002], [491560.5434999997, 1097527.6423000004], [491563.1150000002, 1097555.6351999994], [491562.7882000003, 1097555.9619999994], [491562.79200000037, 1097555.9949999992], [491598.1054999996, 1097553.1122999992], [491600.1398, 1097550.7189000007]], [[491594.23900000006, 1097480.2197999991], [491593.0800999999, 1097480.137], [491586.99349999987, 1097487.0430999994], [491588.98330000043, 1097513.262599999], [491596.95749999955, 1097512.6981000006], [491594.23900000006, 1097480.2197999991]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
98,106,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE OBRAS PÚBLICAS Y TRANSPORTES,MOPT,OFICINAS ADMINISTRATIVAS,4, ,"{'rings': [[[491580.7768000001, 1097368.1417999994], [491580.07600000035, 1097360.0055999998], [491577.09609999973, 1097360.2556999996], [491554.00769999996, 1097362.1936000008], [491553.92069999967, 1097362.1065999996], [491550.3081, 1097362.1065999996], [491550.99820000026, 1097370.5604999997], [491550.84779999964, 1097370.5604999997], [491550.9115000004, 1097370.6305999998], [491580.7768000001, 1097368.1417999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
99,107,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE OBRAS PÚBLICAS Y TRANSPORTES,MOPT,DEPARTAMENTO DE CONTROL DE TRANSPORTE PÚBLICO,4, ,"{'rings': [[[491544.44209999964, 1097450.4417000003], [491545.28890000004, 1097459.4741999991], [491566.10950000025, 1097457.6346000005], [491563.28949999996, 1097430.204500001], [491563.09109999985, 1097430.2327999994], [491562.2313000001, 1097430.3556999993], [491562.0800999999, 1097428.6927000005], [491551.9511000002, 1097429.7509000003], [491551.1007000003, 1097420.9286000002], [491550.2988999998, 1097412.6100999992], [491542.0976999998, 1097413.3178000003], [491542.1991999997, 1097414.5555000007], [491541.1639999999, 1097414.5555000007], [491544.44209999964, 1097450.4417000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
100,108,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE OBRAS PÚBLICAS Y TRANSPORTES,MOPT,ARCHIVO CENTRAL,4, ,"{'rings': [[[491587.74700000044, 1097449.0614], [491585.9176000003, 1097427.8227999993], [491574.79000000004, 1097428.8453000002], [491563.28949999996, 1097429.9021000005], [491563.09109999985, 1097430.2327999994], [491563.28949999996, 1097430.204500001], [491566.10950000025, 1097457.6346000005], [491577.2226999998, 1097456.6526999995], [491576.87760000024, 1097450.4417000003], [491577.2067, 1097450.3999000005], [491587.74700000044, 1097449.0614]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
101,109,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE OBRAS PÚBLICAS Y TRANSPORTES,MOPT,OFICINAS - PRUEBAS DE MANEJO DIRECCIÓN GENERAL DE EDUCACIÓN VIAL,4, ,"{'rings': [[[491464.76099999994, 1097347.6790999994], [491469.284, 1097346.7923000008], [491467.68759999983, 1097336.0612000003], [491476.11280000024, 1097334.7309000008], [491474.69379999954, 1097325.5962000005], [491462.0116999997, 1097327.636], [491464.76099999994, 1097347.6790999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
102,110,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE OBRAS PÚBLICAS Y TRANSPORTES,MOPT,OFICINAS ADMINISTRATIVAS,4, ,"{'rings': [[[491608.98170000035, 1097451.3110000007], [491679.65390000027, 1097444.9064000007], [491683.72869999986, 1097439.9352000002], [491673.0935000004, 1097317.3548000008], [491670.6041000001, 1097315.7544], [491599.12090000045, 1097320.5555000007], [491595.5645000003, 1097323.7563000005], [491606.7117999997, 1097449.3414999992], [491608.98170000035, 1097451.3110000007]], [[491609.22339999955, 1097367.115700001], [491606.45859999955, 1097332.7863999996], [491608.9929999998, 1097329.7913000006], [491662.6755999997, 1097327.2568999995], [491665.67080000043, 1097356.7478], [491659.6804999998, 1097357.669399999], [491658.5285, 1097338.0855999999], [491614.0617000004, 1097342.9239000008], [491616.1353000002, 1097366.6548999995], [491609.22339999955, 1097367.115700001]], [[491616.1353000002, 1097441.0734], [491615.2137000002, 1097428.1711], [491672.1218999997, 1097424.7150999997], [491672.58270000014, 1097431.6271000002], [491669.12679999974, 1097435.7741999999], [491616.1353000002, 1097441.0734]], [[491664.5187999997, 1097416.6512000002], [491659.91089999955, 1097364.5812999997], [491667.28359999973, 1097363.1988999993], [491671.20040000044, 1097416.1904000007], [491664.5187999997, 1097416.6512000002]], [[491614.2921000002, 1097421.7200000007], [491610.37540000025, 1097374.0275999997], [491617.28729999997, 1097373.5668000001], [491621.6648000004, 1097421.489600001], [491614.2921000002, 1097421.7200000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
103,111,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE OBRAS PÚBLICAS Y TRANSPORTES,MOPT,OFICINAS ADMINISTRATIVAS,4, ,"{'rings': [[[491782.6398, 1097436.0516], [491786.3705000002, 1097431.1730000004], [491773.74349999987, 1097305.7642], [491695.6858999999, 1097312.6516999993], [491693.3901000004, 1097314.6604999993], [491704.2951999996, 1097439.4953000005], [491710.0346999997, 1097442.6520000007], [491782.6398, 1097436.0516]], [[491703.1645999998, 1097320.7671000008], [491767.79789999966, 1097315.4909000006], [491776.84279999975, 1097416.8691000007], [491766.10199999996, 1097429.4942000005], [491726.1536999997, 1097434.2051], [491711.2673000004, 1097423.0874000005], [491703.1645999998, 1097320.7671000008]], [[491757.05709999986, 1097320.9554999992], [491750.8387000002, 1097320.5786000006], [491744.80879999977, 1097322.6513999999], [491741.2285000002, 1097326.6086], [491739.7209999999, 1097333.3922000006], [491745.93939999957, 1097409.1432000007], [491749.3311999999, 1097416.8691000007], [491754.41899999976, 1097420.826199999], [491760.0719999997, 1097422.1451999992], [491766.8557000002, 1097418.7533999998], [491770.2474999996, 1097414.2310000006], [491771.1897, 1097408.7663000003], [491764.59449999966, 1097331.3193999995], [491761.5795, 1097324.7241999991], [491757.05709999986, 1097320.9554999992]], [[491727.8496000003, 1097324.5358000007], [491721.8196999999, 1097323.2167000007], [491715.4128999999, 1097325.6664000005], [491712.3979000002, 1097329.4351000004], [491711.2673000004, 1097335.8419000003], [491718.2394000003, 1097411.9696999993], [491719.9353, 1097419.3187000006], [491724.0809000004, 1097423.2759000007], [491730.2993000001, 1097424.0296], [491734.4447999997, 1097422.7105999999], [491736.70610000007, 1097421.3915], [491740.2862999998, 1097417.0574999992], [491740.47479999997, 1097410.4623000007], [491733.6911000004, 1097334.7113000005], [491732.1836000001, 1097328.6813999992], [491727.8496000003, 1097324.5358000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
104,113,GOBIERNO,PODER JUDICIAL,PODER JUDICIAL,CORTE SUPREMA DE JUSTICIA,CORTE SUPREMA DE JUSTICIA,OFICINAS CENTRALES,4, ,"{'rings': [[[492384.01769999973, 1098063.9396000002], [492379.23790000007, 1098019.3712000009], [492320.20079999976, 1098023.7633999996], [492321.88019999955, 1098038.2320000008], [492317.4879999999, 1098039.007099999], [492321.23429999966, 1098069.3652999997], [492384.01769999973, 1098063.9396000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
105,114,GOBIERNO,CORTE SUPREMA DE JUSTICIA,PODER JUDICIAL,ORGANISMO DE INVESTIGACIÓN JUDICIAL,OIJ,OFICINAS CENTRALES,4, ,"{'rings': [[[492279.6333999997, 1098042.8565999996], [492277.8869000003, 1098016.0767], [492201.62229999993, 1098022.1895000003], [492205.11539999954, 1098048.8237999994], [492279.6333999997, 1098042.8565999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
106,115,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO NACIONAL DE LAS MUJERES,INAMU,CENTRO DE ATENCIÓN,4, ,"{'rings': [[[492208.0747999996, 1098168.1900999993], [492208.97750000004, 1098174.2510000002], [492212.97140000015, 1098173.5799000002], [492214.0007999996, 1098181.9287], [492225.2806000002, 1098180.6150000002], [492224.94319999963, 1098178.3378999997], [492229.0872999998, 1098177.7238999996], [492229.18099999987, 1098180.1608000007], [492229.93149999995, 1098180.0734], [492243.51489999983, 1098178.4913999997], [492243.4916000003, 1098178.2937000003], [492242.28699999955, 1098168.0544000007], [492248.1194000002, 1098166.9800000004], [492248.2729000002, 1098169.5892999992], [492264.4397999998, 1098167.9167999998], [492264.22250000015, 1098165.7380999997], [492251.8030000003, 1098166.9800000004], [492251.4960000003, 1098163.4498999994], [492247.81240000017, 1098163.7568999995], [492247.81240000017, 1098160.9941000007], [492249.34729999956, 1098160.9941000007], [492249.0083999997, 1098157.0405000001], [492234.1523000002, 1098158.3849], [492234.3058000002, 1098156.5430999994], [492233.8409000002, 1098156.5950000007], [492233.0003000004, 1098156.6887999997], [492233.53839999996, 1098161.4546000008], [492220.4620000003, 1098162.4849999994], [492219.8437999999, 1098158.1570999995], [492215.57359999977, 1098158.6337000001], [492215.73419999983, 1098163.4498999994], [492211.7435999997, 1098163.7568999995], [492212.3574999999, 1098167.7475000005], [492208.0747999996, 1098168.1900999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
107,118,GOBIERNO,CORTE SUPREMA DE JUSTICIA,PODER JUDICIAL,TRIBUNALES DE JUSTIICIA,TRIBUNALES DE JUSTIICIA,OFICINAS CENTRALES,4, ,"{'rings': [[[492178.1447999999, 1098097.1270000003], [492175.19350000005, 1098058.2941999994], [492173.9508999996, 1098027.8493000008], [492122.22559999954, 1098030.0240000002], [492123.7790000001, 1098060.9349000007], [492131.70079999976, 1098060.4689000007], [492132.1667999998, 1098068.8566999994], [492124.40029999986, 1098069.0121], [492126.8855999997, 1098099.9230000004], [492178.1447999999, 1098097.1270000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
108,119,GOBIERNO,ENTE PÚBLICO NO ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,JUNTA DE PENSIONES Y JUBILACIONES DEL MAGISTERIO NACIONAL,JUNTA DE PENS. Y JUBIL. DEL MAGISTERIO NACIONAL,OFICINA DE CONTABILIDAD,4, ,"{'rings': [[[492426.55620000046, 1097959.1932999995], [492426.2000000002, 1097957.9345999993], [492409.7598000001, 1097959.2600999996], [492391.5636, 1097960.9027999993], [492392.91729999986, 1097974.079], [492394.1325000003, 1097974.0526], [492406.9461000003, 1097973.7740000002], [492406.9461000003, 1097972.4735000003], [492413.3304000003, 1097971.6459], [492413.4486999996, 1097972.710000001], [492427.20430000033, 1097973.1610000003], [492426.21719999984, 1097959.2320000008], [492426.55620000046, 1097959.1932999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
109,120,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),DIRECCIÓN DE PROGRAMAS POLICIALES PREVENTIVOS,DIREC. DE PROGRAMAS POLICIALES PREVENTIVOS,OFICINAS ADMINISTRATIVAS,4, ,"{'rings': [[[492824.8457000004, 1097899.0676000006], [492824.9952999996, 1097897.5143999998], [492826.2092000004, 1097884.9129000008], [492819.5851999996, 1097884.1242999993], [492818.36230000015, 1097898.329], [492824.8457000004, 1097899.0676000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
110,121,GOBIERNO,CORTE SUPREMA DE JUSTICIA,PODER JUDICIAL,MINISTERIO PÚBLICO,MINISTERIO PÚBLICO,OFICINA DE ATENCIÓN Y PROTECCIÓN A LA VÍCTIMA,4, ,"{'rings': [[[492815.2576000001, 1097792.8597], [492817.70519999973, 1097769.6081000008], [492799.1557, 1097767.7983999997], [492798.28780000005, 1097772.6591999996], [492796.55179999955, 1097772.4856000002], [492797.41980000027, 1097763.6319999993], [492790.3021999998, 1097755.1256000008], [492782.14300000016, 1097763.4584], [492773.1157999998, 1097762.069599999], [492772.42140000034, 1097763.9792], [492764.6201999998, 1097769.4859999996], [492769.2735000001, 1097775.2545999996], [492772.0741999997, 1097773.1799999997], [492775.7198000001, 1097773.7007999998], [492773.6326000001, 1097780.6583999991], [492780.4090999998, 1097789.0590000004], [492788.0454000002, 1097798.5254999995], [492792.9062000001, 1097794.0119000003], [492791.1701999996, 1097791.7551000006], [492794.9894000003, 1097788.6303000003], [492799.32930000033, 1097788.977499999], [492799.1557, 1097791.0606999993], [492802.45409999974, 1097791.0606999993], [492801.9332999997, 1097795.0535000004], [492808.5301000001, 1097795.7478999998], [492809.05090000015, 1097791.9287], [492815.2576000001, 1097792.8597]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
111,122,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,PATRONATO NACIONAL DE LA INFANCIA,PANI,OFICINAS ADMINISTRATIVAS,4, ,"{'rings': [[[492357.80310000014, 1097816.6303000003], [492346.0049999999, 1097817.2423999999], [492344.49679999985, 1097802.7961], [492356.8875000002, 1097802.7595000006], [492361.32749999966, 1097802.1539999992], [492360.6442, 1097794.4421999995], [492356.8284, 1097794.5544000007], [492357.0005999999, 1097792.5872000009], [492347.0109000001, 1097793.0464999992], [492346.6665000003, 1097790.7500999998], [492341.7291000001, 1097790.6351999994], [492342.0142000001, 1097795.788899999], [492331.61149999965, 1097796.4008000009], [492331.96910000034, 1097799.4766000006], [492332.9480999997, 1097817.4146999996], [492328.0376000004, 1097817.8723000009], [492327.7611999996, 1097817.898], [492328.4550999999, 1097829.2983999997], [492337.7494999999, 1097828.5596999992], [492338.35030000005, 1097833.9393000007], [492348.35589999985, 1097833.1402000003], [492359.0312999999, 1097832.2876999993], [492358.8304000003, 1097830.5198], [492359.8476, 1097829.1393], [492359.55700000003, 1097825.5065000001], [492358.32180000003, 1097824.4893999994], [492357.80310000014, 1097816.6303000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
112,123,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,PATRONATO NACIONAL DE LA INFANCIA,PANI,OFICINAS ADMINISTRATIVAS,4, ,"{'rings': [[[492481.2494999999, 1097665.7380999997], [492487.4826999996, 1097664.6345000006], [492489.06960000005, 1097664.3534999993], [492493.51410000026, 1097663.5665000007], [492496.5292999996, 1097663.0327000003], [492495.16920000035, 1097655.2380999997], [492499.2260999996, 1097654.5819000006], [492499.82270000037, 1097659.6530000009], [492500.1805999996, 1097659.6530000009], [492500.62310000043, 1097662.3078000005], [492503.4633999998, 1097661.8048999999], [492501.91280000005, 1097651.2880000006], [492478.7346999999, 1097654.4616], [492479.29959999956, 1097658.6984], [492480.13489999995, 1097658.5194000006], [492481.2494999999, 1097665.7380999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
113,124,GOBIERNO,INSTITUCIÓN DESCENTRALIZADA NO EMPRESARIAL (MH),INSTITUCIONES DESCENTRALIZADAS NO EMPRESARIALES (MH),CENTRO DE CULTURA DE DERECHOS DE LA NIÑEZ Y LA ADOLESCENCIA,CENTRO DE CULT. DE DERECHOS DE LA NIÑEZ Y LA  ADOLESCENCIA,OFICINAS ADMINISTRATIVAS,4, ,"{'rings': [[[492387.4665000001, 1097527.3275000006], [492362.8354000002, 1097534.7168000005], [492364.3132999996, 1097546.7861000001], [492365.54480000027, 1097546.7861000001], [492366.5301000001, 1097559.3479999993], [492398.05790000036, 1097556.6384999994], [492396.0873999996, 1097543.5840000007], [492389.9296000004, 1097543.5840000007], [492389.6832999997, 1097530.5295000002], [492387.4665000001, 1097527.3275000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
