,OBJECTID,ENTIDAD,SUBCATEGORIA,CATEGORIA,NOMBRE,ABREVIADO,TIPO_SEDE,ID_DISTRITO,OBSER_INSTITUCION,SHAPE
278,294,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,SISTEMA NACIONAL DE RADIO Y TELEVISIÓN CULTURAL S.A.,SINART,OFICINAS ADMINISTRATIVAS,7, ,"{'rings': [[[485163.3992999997, 1101680.0096000005], [485161.6350999996, 1101690.0278999992], [485164.9868000001, 1101690.5665000007], [485166.81240000017, 1101680.5653000008], [485163.3992999997, 1101680.0096000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
279,295,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,SISTEMA NACIONAL DE RADIO Y TELEVISIÓN CULTURAL S.A.,SINART,OFICINAS ADMINISTRATIVAS,7, ,"{'rings': [[[485134.8903999999, 1101665.0341999996], [485131.7104000002, 1101682.7607000005], [485151.8766999999, 1101686.3860999998], [485154.97229999956, 1101668.6061000004], [485134.8903999999, 1101665.0341999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
280,296,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,SISTEMA NACIONAL DE RADIO Y TELEVISIÓN CULTURAL S.A.,SINART,OFICINAS ADMINISTRATIVAS,7, ,"{'rings': [[[485166.97119999956, 1101701.2028], [485167.5268000001, 1101698.0277999993], [485172.6068000002, 1101698.5834], [485176.8931, 1101672.7864999995], [485156.57299999986, 1101668.659], [485152.2076000003, 1101695.0102999993], [485156.81120000035, 1101695.9639999997], [485156.33490000013, 1101699.2183999997], [485166.97119999956, 1101701.2028]], [[485161.6350999996, 1101690.0278999992], [485163.3992999997, 1101680.0096000005], [485166.81240000017, 1101680.5653000008], [485164.9868000001, 1101690.5665000007], [485161.6350999996, 1101690.0278999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
281,297,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,SISTEMA NACIONAL DE RADIO Y TELEVISIÓN CULTURAL S.A.,SINART,OFICINA DE PRODUCCIÓN,7, ,"{'rings': [[[485081.87239999976, 1101652.3136999998], [485080.68180000037, 1101659.325099999], [485079.11899999995, 1101659.1949000005], [485077.3381000003, 1101670.7518000007], [485078.08469999954, 1101670.855799999], [485075.8300000001, 1101683.729699999], [485076.8088999996, 1101683.8619999997], [485076.7114000004, 1101684.4219000004], [485082.55040000007, 1101685.7404999994], [485085.0636, 1101671.8275000006], [485086.7440999998, 1101672.0614999998], [485084.2438000003, 1101684.9997000005], [485104.24629999977, 1101688.5715999994], [485104.00820000004, 1101689.9209000003], [485108.4631000003, 1101690.7445], [485108.86000000034, 1101688.2971], [485116.26829999965, 1101689.4214999992], [485121.4276999999, 1101660.0527], [485081.87239999976, 1101652.3136999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
282,298,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,SISTEMA NACIONAL DE RADIO Y TELEVISIÓN CULTURAL S.A.,SINART,BODEGA DE AUDIOVISUALES,7, ,"{'rings': [[[485111.4165000003, 1101691.2173999995], [485108.4631000003, 1101690.7445], [485104.00820000004, 1101689.9209000003], [485082.55040000007, 1101685.7404999994], [485076.7114000004, 1101684.4219000004], [485074.5864000004, 1101696.6149000004], [485075.8035000004, 1101696.9323999994], [485075.48730000015, 1101698.83], [485108.9293999998, 1101705.0815999992], [485111.4165000003, 1101691.2173999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
283,299,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,SISTEMA NACIONAL DE RADIO Y TELEVISIÓN CULTURAL S.A.,SINART,ESTUDIO,7, ,"{'rings': [[[485113.8507000003, 1101706.1929000001], [485108.9293999998, 1101705.0815999992], [485075.48730000015, 1101698.83], [485073.4752000002, 1101710.9024], [485111.4165000003, 1101718.7870000005], [485111.94570000004, 1101716.1941], [485115.01489999983, 1101716.7762000002], [485115.7028000001, 1101713.0720000006], [485112.7394000003, 1101712.5428999998], [485113.8507000003, 1101706.1929000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
284,300,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,SISTEMA NACIONAL DE RADIO Y TELEVISIÓN CULTURAL S.A.,SINART,OFICINA DE GUARDAS,7, ,"{'rings': [[[485067.73139999993, 1101631.8061999995], [485066.41889999993, 1101662.2445], [485073.17420000024, 1101662.9261000007], [485073.80260000005, 1101653.0703999996], [485072.54580000043, 1101652.739600001], [485073.80260000005, 1101632.5650999993], [485067.73139999993, 1101631.8061999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
285,301,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,SISTEMA NACIONAL DE RADIO Y TELEVISIÓN CULTURAL S.A.,SINART,BODEGA,7, ,"{'rings': [[[485066.20359999966, 1101667.2383999992], [485072.86000000034, 1101667.8540000003], [485073.17420000024, 1101662.9261000007], [485066.41889999993, 1101662.2445], [485066.20359999966, 1101667.2383999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
286,302,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,SISTEMA NACIONAL DE RADIO Y TELEVISIÓN CULTURAL S.A.,SINART,BODEGA,7, ,"{'rings': [[[485065.5278000003, 1101682.9114999995], [485068.8990000002, 1101683.2391], [485069.70160000026, 1101672.3849999998], [485072.54580000043, 1101672.7818999998], [485072.86000000034, 1101667.8540000003], [485066.20359999966, 1101667.2383999992], [485065.5278000003, 1101682.9114999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
287,303,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,SISTEMA NACIONAL DE RADIO Y TELEVISIÓN CULTURAL S.A.,SINART,SODA Y COMEDOR,7, ,"{'rings': [[[485150.8959999997, 1101788.5912999995], [485138.40759999957, 1101786.6863000002], [485136.91839999985, 1101802.2870000005], [485149.7318000002, 1101803.9372000005], [485150.8959999997, 1101788.5912999995]], [[485120.9809999997, 1101749.614], [485108.02699999977, 1101747.4542999994], [485106.0455, 1101759.1042999998], [485119.14240000024, 1101761.4061999992], [485120.9809999997, 1101749.614]], [[485140.2561999997, 1101758.3872999996], [485133.3108000001, 1101756.7997999992], [485131.91949999984, 1101763.8793000001], [485138.73479999974, 1101765.2665], [485140.2561999997, 1101758.3872999996]], [[485129.5493000001, 1101796.7123000007], [485125.1042999998, 1101795.7598], [485124.4891999997, 1101799.8351000007], [485128.8085000003, 1101800.5222999994], [485129.5493000001, 1101796.7123000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
288,304,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,SISTEMA NACIONAL DE RADIO Y TELEVISIÓN CULTURAL S.A.,SINART,PARQUEO,7, ,"{'rings': [[[485111.9985999996, 1101721.0043000001], [485108.02699999977, 1101747.4542999994], [485120.9809999997, 1101749.614], [485123.2589999996, 1101735.0045999996], [485134.5279000001, 1101737.4454999994], [485136.59169999976, 1101726.5446000006], [485125.60830000043, 1101724.3062999994], [485125.6908, 1101723.8618], [485111.9985999996, 1101721.0043000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
289,305,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,SISTEMA NACIONAL DE RADIO Y TELEVISIÓN CULTURAL S.A.,SINART,TALLER,7, ,"{'rings': [[[485097.4729000004, 1101719.2844999991], [485095.07519999985, 1101733.1204000004], [485108.7441999996, 1101735.5961000007], [485111.0460999999, 1101722.0625999998], [485097.4729000004, 1101719.2844999991]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
290,306,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,SISTEMA NACIONAL DE RADIO Y TELEVISIÓN CULTURAL S.A.,SINART,BODEGA,7, ,"{'rings': [[[485093.91280000005, 1101739.828400001], [485107.66750000045, 1101741.9262000006], [485108.7441999996, 1101735.5961000007], [485095.07519999985, 1101733.1204000004], [485093.91280000005, 1101739.828400001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
291,307,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,SISTEMA NACIONAL DE RADIO Y TELEVISIÓN CULTURAL S.A.,SINART,BODEGA,7, ,"{'rings': [[[485092.7503000004, 1101746.5362999998], [485106.4423000002, 1101749.1294999998], [485107.66750000045, 1101741.9262000006], [485093.91280000005, 1101739.828400001], [485092.7503000004, 1101746.5362999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
292,308,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE SEGURIDAD PÚBLICA,MSP,OFICINAS ADMINISTRATIVAS,5, ,"{'rings': [[[492371.9637000002, 1096668.5682999995], [492373.36259999964, 1096695.3025000002], [492400.5387000004, 1096693.6509000007], [492399.11000000034, 1096667.6158000007], [492371.9637000002, 1096668.5682999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
293,309,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE SEGURIDAD PÚBLICA,MSP,SODA,5, ,"{'rings': [[[492409.0541000003, 1096690.9539], [492420.8280999996, 1096689.9616999999], [492419.9682, 1096673.1605999991], [492408.30900000036, 1096673.8771000002], [492409.0541000003, 1096690.9539]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
294,310,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE SEGURIDAD PÚBLICA,MSP,OFICINAS ADMINISTRATIVAS,5, ,"{'rings': [[[492421.3076999998, 1096643.1964999996], [492448.2951999996, 1096641.9397], [492447.1046000002, 1096614.4891999997], [492419.8212000001, 1096615.6641000006], [492421.3076999998, 1096643.1964999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
295,311,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE SEGURIDAD PÚBLICA,MSP,CASETA DE VIGILANCIA,5, ,"{'rings': [[[492436.1923000002, 1096682.138699999], [492436.8077999996, 1096691.2175999992], [492440.32600000035, 1096690.8884999994], [492440.02880000044, 1096682.138699999], [492436.1923000002, 1096682.138699999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
296,312,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE SEGURIDAD PÚBLICA,MSP,CASETA DE VIGILANCIA,5, ,"{'rings': [[[492446.18039999995, 1096680.2204999998], [492446.53890000004, 1096690.3072999995], [492450.3421, 1096689.9516000003], [492450.6782999998, 1096680.0219999999], [492446.18039999995, 1096680.2204999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
297,313,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE SEGURIDAD PÚBLICA,MSP,OFICINAS ADMINISTRATIVAS,5, ,"{'rings': [[[492343.0711000003, 1096667.7745999992], [492322.3496000003, 1096708.7605000008], [492335.60979999974, 1096715.0822], [492339.1024000002, 1096707.6208999995], [492351.64360000007, 1096713.8122000005], [492363.3912000004, 1096693.6509000007], [492349.10360000003, 1096687.9359000009], [492356.08860000037, 1096673.9659000002], [492343.0711000003, 1096667.7745999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
298,314,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE SEGURIDAD PÚBLICA,MSP,OFICINAS ADMINISTRATIVAS,5, ,"{'rings': [[[492345.56180000026, 1096643.8811000008], [492338.22389999963, 1096658.9481000006], [492342.1398, 1096660.6414], [492341.3989000004, 1096662.6522000004], [492352.0881000003, 1096667.9439000003], [492354.31060000043, 1096663.1813999992], [492357.16810000036, 1096664.5572999995], [492363.2006999999, 1096652.2806000002], [492345.56180000026, 1096643.8811000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
299,315,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE SEGURIDAD PÚBLICA,MSP,PLANTA ELÉCTRICA,5, ,"{'rings': [[[492395.1337000001, 1096599.7138], [492397.6935999999, 1096613.5631000008], [492412.24569999985, 1096611.115700001], [492409.9967, 1096597.2912000008], [492395.1337000001, 1096599.7138]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
300,316,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE SEGURIDAD PÚBLICA,MSP,CONTROL DE DROGAS,5, ,"{'rings': [[[492335.75989999995, 1096580.3202], [492331.37569999974, 1096583.2837000005], [492329.50430000015, 1096586.4883999992], [492314.47300000023, 1096616.0059999991], [492307.2399000004, 1096630.2098999992], [492305.52139999997, 1096633.2304999996], [492312.7181000002, 1096636.5113999993], [492320.0206000004, 1096622.5413000006], [492322.2430999996, 1096623.8113000002], [492319.9146999996, 1096627.7271999996], [492339.4939000001, 1096637.2522], [492341.5048000002, 1096633.4421999995], [492353.5697999997, 1096641.3796999995], [492354.2048000004, 1096629.738], [492339.59979999997, 1096622.2237999998], [492346.0555999996, 1096609.4179999996], [492339.7056, 1096606.3487999998], [492341.61060000025, 1096601.9037999995], [492337.8005999997, 1096600.5280000009], [492340.86980000045, 1096595.0245999992], [492336.6364000002, 1096592.802100001], [492340.0230999999, 1096587.298800001], [492336.74230000004, 1096586.2403999995], [492338.54140000045, 1096581.2663000003], [492335.75989999995, 1096580.3202]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
301,317,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE SEGURIDAD PÚBLICA,MSP,OFICINAS ADMINISTRATIVAS,5, ,"{'rings': [[[492367.24629999977, 1096602.611300001], [492369.8981999997, 1096608.8498999998], [492378.1975999996, 1096605.4046], [492376.3284, 1096601.0614999998], [492373.4179999996, 1096602.1198999994], [492372.6242000004, 1096600.5324000008], [492367.24629999977, 1096602.611300001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
302,318,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE SEGURIDAD PÚBLICA,MSP,CONTROL DE DROGAS,5, ,"{'rings': [[[492350.5005999999, 1096599.2579999994], [492363.48900000006, 1096593.7721999995], [492365.52300000004, 1096598.5571999997], [492370.1107000001, 1096596.762], [492369.1847000001, 1096595.1084000003], [492375.2701000003, 1096592.9255999997], [492377.71750000026, 1096598.085000001], [492391.1451000003, 1096591.8011000007], [492389.2929999996, 1096587.8323], [492385.2581000002, 1096589.6843999997], [492379.76800000016, 1096577.0505999997], [492383.7368000001, 1096575.5953000002], [492378.3128000004, 1096563.8213999998], [492374.87320000026, 1096564.8796999995], [492374.4763000002, 1096563.8213999998], [492364.3559999997, 1096568.385399999], [492364.75289999973, 1096568.9806999993], [492354.7929999996, 1096573.3146000002], [492354.03359999973, 1096571.5282000005], [492352.85809999984, 1096568.7628000006], [492341.0575000001, 1096576.7393999994], [492350.5005999999, 1096599.2579999994]], [[492362.58490000013, 1096581.5900999997], [492369.11849999987, 1096579.1010999996], [492371.69820000045, 1096584.855799999], [492364.81900000013, 1096587.5678000003], [492362.58490000013, 1096581.5900999997]], [[492378.1975999996, 1096605.4046], [492376.3284, 1096601.0614999998], [492373.4179999996, 1096602.1198999994], [492372.6242000004, 1096600.5324000008], [492367.24629999977, 1096602.611300001], [492369.8981999997, 1096608.8498999998], [492378.1975999996, 1096605.4046]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
303,319,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE SEGURIDAD PÚBLICA,MSP,OFICINAS ADMINISTRATIVAS,5, ,"{'rings': [[[492397.892, 1096644.3871], [492396.7675000001, 1096616.8704000004], [492369.46520000044, 1096617.9255999997], [492369.3831000002, 1096616.0105000008], [492361.90859999973, 1096616.4735000003], [492362.3054999998, 1096621.8313999996], [492356.2862, 1096622.0960000008], [492357.4106999999, 1096641.2120999992], [492363.23149999976, 1096640.9475999996], [492363.09920000006, 1096636.9788000006], [492370.3766000001, 1096636.9788000006], [492370.77219999954, 1096645.2469999995], [492397.892, 1096644.3871]], [[492362.6361999996, 1096622.7574000005], [492369.6787999999, 1096622.3906999994], [492370.07940000016, 1096630.7656999994], [492362.96690000035, 1096630.9594999999], [492362.6361999996, 1096622.7574000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
304,320,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,CORREOS DE COSTA RICA S.A.,CORREOS DE COSTA RICA,OFICINAS  ADMINISTRATIVAS,5, ,"{'rings': [[[492291.7446999997, 1096622.1970000006], [492307.2399000004, 1096630.2098999992], [492314.47300000023, 1096616.0059999991], [492299.00380000006, 1096607.8083999995], [492291.7446999997, 1096622.1970000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
305,321,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),PROCURADURÍA GENERAL DE LA REPÚBLICA,PROCURADURÍA GENERAL,SECCIÓN DE REGISTRO Y CONTROL DOCUMENTAL,4, ,"{'rings': [[[492059.3080000002, 1098143.7091000006], [492077.3658999996, 1098153.4998000003], [492084.62459999975, 1098142.2559999991], [492083.9539000001, 1098130.6316999998], [492083.8287000004, 1098130.4680000003], [492062.77300000004, 1098131.1346000005], [492059.3080000002, 1098143.7091000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
306,322,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO MIXTO DE AYUDA SOCIAL,IMAS,OFICINAS ADMINISTRATIVAS,4, ,"{'rings': [[[492883.74399999995, 1098125.3169999998], [492883.6682000002, 1098108.8655999992], [492869.45330000017, 1098108.676000001], [492869.3015999999, 1098103.7481999993], [492864.9045000002, 1098103.823999999], [492864.98029999994, 1098100.5640999991], [492858.83949999977, 1098100.6399000008], [492858.91530000046, 1098096.4702000003], [492838.5515999999, 1098096.5262000002], [492837.7921000002, 1098110.8242000006], [492836.6320000002, 1098110.8242000006], [492836.2452999996, 1098116.9146999996], [492837.2120000003, 1098116.818], [492837.30869999994, 1098119.5249000005], [492841.0789999999, 1098119.5249000005], [492840.92679999955, 1098125.0066999998], [492883.74399999995, 1098125.3169999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
307,323,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,CORREOS DE COSTA RICA S.A.,CORREOS DE COSTA RICA,SEDE PRINCIPAL,5, ,"{'rings': [[[494010.4737, 1096664.0757999998], [494001.8448999999, 1096644.1085], [493961.44299999997, 1096661.1741000004], [493958.34729999956, 1096654.8241000008], [493953.50549999997, 1096656.8879000004], [493953.02919999976, 1096655.9353999998], [493949.37799999956, 1096657.5229000002], [493948.5048000002, 1096655.7765999995], [493944.77419999987, 1096657.3641], [493944.3772999998, 1096656.4910000004], [493940.7260999996, 1096658.1579], [493939.8529000003, 1096656.3323], [493932.7092000004, 1096659.4278999995], [493932.0741999997, 1096658.2372999992], [493927.07349999994, 1096660.0363999996], [493941.6891999999, 1096693.9633000009], [493961.4486999996, 1096685.4942000005], [494009.7078, 1096664.4115999993], [494010.4737, 1096664.0757999998]], [[494012.61959999986, 1096686.0790999997], [494008.4921000004, 1096676.0249000005], [494004.57629999984, 1096677.4006999992], [493985.1843999997, 1096684.5270000007], [493995.05119999964, 1096708.0923999995], [494014.20710000023, 1096701.0015999991], [494008.9154000003, 1096687.5606999993], [494012.61959999986, 1096686.0790999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
308,324,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),DIRECCIÓN NACIONAL DE DESARROLLO DE LA COMUNIDAD,DIREC. NAC. DE DESARROLLO DE LA COMUNIDAD,OFICINAS ADMINISTRATIVAS,5, ,"{'rings': [[[494036.4006000003, 1096773.2764999997], [494037.92530000024, 1096779.3205999993], [494037.9628999997, 1096779.4604000002], [494042.8976999996, 1096778.1513999999], [494044.33050000016, 1096777.7126000002], [494055.3805999998, 1096774.3287000004], [494072.8742000004, 1096769.1635999996], [494072.0993999997, 1096766.5656000003], [494071.14190000016, 1096763.3173999991], [494036.4006000003, 1096773.2764999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
309,325,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,CORREOS DE COSTA RICA S.A.,CORREOS DE COSTA RICA,SUCURSAL,7, ,"{'rings': [[[489013.4296000004, 1100163.068], [489006.0959999999, 1100165.5746999998], [489013.39439999964, 1100189.1999999993], [489022.9456000002, 1100186.7785], [489019.5423999997, 1100175.6754], [489017.5650000004, 1100176.2633999996], [489013.4296000004, 1100163.068]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
310,326,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ELECTRICIDAD,ICE,OFICINAS,7, ,"{'rings': [[[482249.1723999996, 1101893.8793000001], [482255.52240000013, 1101890.9688000008], [482257.8507000003, 1101895.9958999995], [482267.53450000007, 1101891.3392999992], [482257.3744999999, 1101869.2200000007], [482247.37320000026, 1101874.0884000007], [482251.4478000002, 1101882.7666999996], [482241.1289999997, 1101887.7409000006], [482244.5685999999, 1101895.5197], [482241.28780000005, 1101896.7368], [482242.5401999997, 1101899.3269999996], [482250.0190000003, 1101896.1018000003], [482249.1723999996, 1101893.8793000001]], [[482298.43790000025, 1101877.6866999995], [482296.10950000025, 1101871.3895999994], [482295.7390999999, 1101871.6012999993], [482294.0987, 1101868.0030000005], [482290.6590999998, 1101869.273], [482284.3091000002, 1101856.5199999996], [482278.4353, 1101859.2188000008], [482279.1233000001, 1101860.5417], [482274.4137000004, 1101862.8170999996], [482274.82990000024, 1101863.5844], [482272.2899000002, 1101864.8279999997], [482275.2268000003, 1101870.8340000007], [482277.84619999956, 1101869.7756999992], [482281.7951999996, 1101877.3211000003], [482291.2940999996, 1101872.7654999997], [482294.57490000036, 1101879.3270999994], [482298.43790000025, 1101877.6866999995]], [[482308.2468999997, 1101859.8538000006], [482305.4687000001, 1101842.7881000005], [482290.4667999996, 1101845.6456000004], [482293.9921000004, 1101861.9768000003], [482308.2468999997, 1101859.8538000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
311,327,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ELECTRICIDAD,ICE,PLANTA HIDROELÉCTRICA,7, ,"{'rings': [[[482318.43340000045, 1101909.7014000006], [482364.20639999956, 1101908.5107000005], [482362.5240000002, 1101837.0738999993], [482351.4581000004, 1101837.2185999993], [482351.6122000003, 1101840.2480999995], [482352.96160000004, 1101840.2480999995], [482353.0937999999, 1101846.8627000004], [482311.2895999998, 1101848.5824999996], [482317.63960000034, 1101886.8148999996], [482318.43340000045, 1101909.7014000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
312,328,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ELECTRICIDAD,ICE,BODEGA,7, ,"{'rings': [[[482401.1529000001, 1101925.7007999998], [482401.08669999987, 1101919.482999999], [482406.9737, 1101919.5492000002], [482406.9737, 1101910.0902999993], [482382.6320000002, 1101909.7596000005], [482382.5658, 1101918.8215999994], [482371.9824999999, 1101918.9539], [482371.4126000004, 1101928.6821999997], [482396.3241999997, 1101928.8758000005], [482396.3903000001, 1101926.0976], [482401.1529000001, 1101925.7007999998]], [[482381.9335000003, 1101840.8037], [482375.18659999967, 1101840.8037], [482375.38460000046, 1101851.7575000003], [482382.01290000044, 1101851.7575000003], [482381.9335000003, 1101840.8037]], [[482414.58050000016, 1101913.4505000003], [482414.6201999998, 1101907.7355000004], [482408.7463999996, 1101907.7752], [482408.7463999996, 1101913.5258000009], [482414.58050000016, 1101913.4505000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
