,OBJECTID,NOMBRE,ABREVIADO,CATEGORIA,SUBCATEGOR,PROPIETARIO,ID_DISTRITO,SHAPE
80,81,SUPERMERCADO Y LICORERA BADILLA,SUPER Y LIC. BADILLA,COMERCIAL,SUPERMERCADO,PRIVADO,10,"{'rings': [[[488834.17069999967, 1097080.7218999993], [488828.11209999956, 1097057.304300001], [488817.98790000007, 1097059.0614], [488820.8975999998, 1097071.5779], [488823.73790000007, 1097083.795499999], [488825.9656999996, 1097083.1302000005], [488834.17069999967, 1097080.7218999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
81,82,SUPERMERCADO LA CASTELLANA,SUPER LA CASTELLANA,COMERCIAL,SUPERMERCADO,PRIVADO,11,"{'rings': [[[490076.8092, 1095594.0434000008], [490060.37629999965, 1095600.1655000001], [490060.6124999998, 1095601.0131], [490060.4978, 1095601.0219999999], [490062.34559999965, 1095608.8567999993], [490077.1590999998, 1095600.8803000003], [490077.0992999999, 1095599.7331000008], [490076.8092, 1095594.0434000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
82,83,SUPERMERCADO Y LICORERA PALA,SUPER Y LIC. PALA,COMERCIAL,SUPERMERCADO,PRIVADO,11,"{'rings': [[[489826.7067999998, 1095383.8935000002], [489826.1141999997, 1095381.2936000004], [489823.8872999996, 1095371.8495000005], [489804.9168999996, 1095375.7114000004], [489806.85699999984, 1095387.5100999996], [489826.7067999998, 1095383.8935000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
83,84,"SUPERMERCADO PALÍ BARRIO MUSMANNI, SAN SEBASTIÁN",PALÍ,COMERCIAL,SUPERMERCADO,PRIVADO,11,"{'rings': [[[490529.6923000002, 1095586.9255], [490529.27109999955, 1095585.6327], [490528.4280000003, 1095583.045], [490526.3384999996, 1095576.6322000008], [490525.45050000027, 1095573.9068], [490525.2592000002, 1095573.3028999995], [490523.36429999955, 1095567.3198000006], [490520.4112, 1095557.9949999992], [490517.38439999986, 1095548.4377999995], [490514.33210000023, 1095538.8002000004], [490508.90809999965, 1095540.6074], [490499.8398000002, 1095543.6287999991], [490495.94269999955, 1095544.9273000006], [490499.0114000002, 1095554.9383000005], [490501.81379999965, 1095564.0807000007], [490503.8596000001, 1095570.7546999995], [490504.7834999999, 1095573.6265999991], [490505.86149999965, 1095576.9770999998], [490507.9179999996, 1095583.3692000005], [490510.93149999995, 1095592.7358999997], [490510.95830000006, 1095592.8192999996], [490517.7692999998, 1095590.9543999992], [490518.3037999999, 1095593.2707000002], [490525.34190000035, 1095591.0435000006], [490524.6292000003, 1095588.6381], [490529.6923000002, 1095586.9255]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
84,85,SUPERMERCADO Y LICORERA SAINT CLARE,SUPER Y LIC. SAINT CLARE,COMERCIAL,SUPERMERCADO,PRIVADO,11,"{'rings': [[[490405.3370000003, 1095304.1284999996], [490401.7455000002, 1095298.4026999995], [490391.58550000004, 1095305.2289000005], [490393.53890000004, 1095308.6613999996], [490394.67059999984, 1095310.8494000006], [490401.92929999996, 1095306.2914000005], [490405.3370000003, 1095304.1284999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
85,86,SUPERMERCADO GÉMINIS,SUPER GÉMINIS,COMERCIAL,SUPERMERCADO,PRIVADO,11,"{'rings': [[[490854.3789999997, 1095313.8976000007], [490849.9296000004, 1095313.632099999], [490850.6666000001, 1095331.9889000002], [490854.4863, 1095332.0351999998], [490855.24349999987, 1095331.9729999993], [490857.61840000004, 1095331.7778999992], [490858.8448000001, 1095330.7183999997], [490858.7773000002, 1095326.8665999994], [490858.5784999998, 1095318.8666999992], [490858.50150000025, 1095315.9118000008], [490856.94739999995, 1095314.0507999994], [490854.3789999997, 1095313.8976000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
86,87,SUPERMERCADO SHEARA,SUPER SHEARA,COMERCIAL,SUPERMERCADO,PRIVADO,11,"{'rings': [[[491196.9957999997, 1095443.954500001], [491193.7111999998, 1095443.7990000006], [491185.40890000015, 1095443.6722999997], [491185.3304000003, 1095452.541099999], [491196.77610000037, 1095452.2517000008], [491196.9957999997, 1095443.954500001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
87,88,"SUPERMERCADO PALÍ, PASO ANCHO, SAN SEBASTIÁN",PALÍ,COMERCIAL,SUPERMERCADO,PRIVADO,11,"{'rings': [[[491236.51350000035, 1095456.8153000008], [491237.14190000016, 1095440.8103], [491222.824, 1095438.668299999], [491222.3223000001, 1095441.8038999997], [491219.3529000003, 1095441.3540000003], [491218.8633000003, 1095444.7688999996], [491217.5881000003, 1095454.1029000003], [491217.57859999966, 1095454.1724999994], [491220.56630000006, 1095454.7228999995], [491219.29289999977, 1095464.3312999997], [491230.0209999997, 1095465.9904999994], [491231.22759999987, 1095456.2280000001], [491236.51350000035, 1095456.8153000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
88,89,SUPERMERCADO Y LICORERA VISTA HERMOSA,SUPER Y LIC. VISTA HERMOSA,COMERCIAL,SUPERMERCADO,PRIVADO,11,"{'rings': [[[491299.85890000034, 1095583.9803999998], [491295.33469999954, 1095578.9591000006], [491290.7363999998, 1095582.8449000008], [491288.93929999974, 1095584.5929000005], [491288.3054999998, 1095585.6516999993], [491288.1489000004, 1095587.7683000006], [491288.3616000004, 1095588.7204999998], [491289.31570000015, 1095590.4125999995], [491290.85140000004, 1095591.575099999], [491299.85890000034, 1095583.9803999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
89,90,SUPERMERCADO EL BARRIO,SUPER EL BARRIO,COMERCIAL,SUPERMERCADO,PRIVADO,11,"{'rings': [[[492311.69120000023, 1095919.0648999996], [492314.5247999998, 1095923.2563000005], [492322.5357999997, 1095917.8019999992], [492330.9530999996, 1095912.0710000005], [492324.8147999998, 1095902.8553], [492311.25629999954, 1095912.2382999994], [492314.48089999985, 1095916.8151999991], [492311.69120000023, 1095919.0648999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
90,91,SUPERMERCADO CHICHI,SUPER CHICHI,COMERCIAL,SUPERMERCADO,PRIVADO,11,"{'rings': [[[492336.1392000001, 1095948.4616], [492334.0685999999, 1095945.6385999992], [492328.55979999993, 1095949.5559999999], [492326.40610000025, 1095946.8893999998], [492322.3587999996, 1095949.762], [492326.5115, 1095955.6469], [492336.1392000001, 1095948.4616]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
91,92,SUPERMERCADO PALÍ SAN SEBASTIÁN,PALÍ,COMERCIAL,SUPERMERCADO,PRIVADO,11,"{'rings': [[[490744.3295, 1096217.6121999994], [490743.6813000003, 1096217.7632], [490736.90720000025, 1096219.341], [490721.5114000002, 1096222.9269999992], [490721.9441999998, 1096224.9537000004], [490723.36569999997, 1096233.4280999992], [490723.91420000046, 1096236.697899999], [490724.0729, 1096237.8324999996], [490747.08389999997, 1096234.4663999993], [490747.4118999997, 1096234.4184000008], [490744.3295, 1096217.6121999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
92,93,SUPERMERCADO EL BUEN PRECIO,SUPER EL BUEN PRECIO,COMERCIAL,SUPERMERCADO,PRIVADO,11,"{'rings': [[[490478.18599999975, 1096147.8348999992], [490475.19930000044, 1096143.0527], [490463.93369999994, 1096149.9399999995], [490466.7604, 1096154.6401000004], [490478.18599999975, 1096147.8348999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
93,94,SUPERMERCADO EL CARMEN,SUPER EL CARMEN,COMERCIAL,SUPERMERCADO,PRIVADO,11,"{'rings': [[[491484.95299999975, 1096457.7576000001], [491474.3060999997, 1096447.2690999992], [491470.28330000024, 1096451.8702000007], [491470.65720000025, 1096455.3091000002], [491473.2522, 1096457.5814999994], [491472.51240000036, 1096458.4288999997], [491479.8411999997, 1096463.7733999994], [491484.95299999975, 1096457.7576000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
94,95,SUPERMERCADO FRESH MARKET BARRIO ESCALANTE,FRESH MARKET,COMERCIAL,SUPERMERCADO,PRIVADO,1,"{'rings': [[[493086.3646, 1098642.0469000004], [493086.2346999999, 1098638.7171999998], [493086.1047, 1098635.3874999993], [493082.2982999999, 1098635.8114], [493078.49179999996, 1098636.2353000008], [493077.4280000003, 1098626.8214999996], [493076.36450000014, 1098617.4101999998], [493074.03450000007, 1098617.6734999996], [493071.70469999965, 1098617.9392000008], [493071.74820000026, 1098618.328400001], [493071.79169999994, 1098618.7174999993], [493068.34449999966, 1098619.1082000006], [493064.89910000004, 1098619.4987000003], [493064.9297000002, 1098619.7682000007], [493064.69519999996, 1098619.7952999994], [493064.4606999997, 1098619.8224], [493064.6667999998, 1098621.6283], [493064.8728, 1098623.4335999992], [493064.24930000026, 1098623.5047999993], [493063.62569999974, 1098623.5753000006], [493064.8086000001, 1098634.0117000006], [493065.99149999954, 1098644.4481000006], [493076.32770000026, 1098643.2312000003], [493086.3646, 1098642.0469000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
95,96,MERCADO CENTRAL,MERCADO CENTRAL,COMERCIAL,MERCADO,MUNICIPAL,2,"{'rings': [[[491013.90390000027, 1098561.5936999992], [491015.39859999996, 1098563.4278999995], [491050.60030000005, 1098560.693], [491052.8565999996, 1098558.3754999992], [491049.9095999999, 1098526.2317999993], [491048.70100000035, 1098525.1144999992], [491049.7988, 1098525.0242999997], [491046.16309999954, 1098485.1864999998], [491041.12040000036, 1098480.8873999994], [490967.4537000004, 1098487.7650000006], [490962.96779999975, 1098493.1389000006], [490965.8334999997, 1098562.727], [490971.4638, 1098566.841], [491014.0312999999, 1098563.5401000008], [491013.90390000027, 1098561.5936999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
96,97,MERCADO BORBÓN,MERCADO BORBÓN,COMERCIAL,SUPERMERCADO,PRIVADO,2,"{'rings': [[[490918.82639999967, 1098715.1347000003], [490942.40940000024, 1098712.3149999995], [490943.1783999996, 1098715.9036999997], [490959.58389999997, 1098716.672700001], [490957.27689999994, 1098685.9123], [490873.19849999994, 1098692.0644000005], [490872.6858999999, 1098711.2895999998], [490885.7589999996, 1098710.7770000007], [490886.78440000024, 1098724.8754999992], [490919.33910000045, 1098723.0811], [490918.82639999967, 1098715.1347000003]], [[490885.50270000007, 1098750.2528000008], [490914.2123999996, 1098747.4331], [490945.2291000001, 1098750.7654], [490961.1218999997, 1098750.5090999994], [490961.1218999997, 1098720.0051000006], [490919.8518000003, 1098723.8500999995], [490874.22389999963, 1098726.1570999995], [490874.99289999995, 1098751.2781000007], [490885.50270000007, 1098750.2528000008]], [[490957.9168999996, 1098671.3559000008], [490955.20689999964, 1098669.2159000002], [490930.8869000003, 1098671.1959000006], [490874.9269000003, 1098675.765900001], [490872.7368999999, 1098678.4258999992], [490872.9968999997, 1098691.3959], [490881.5368999997, 1098690.7059000004], [490915.3569, 1098687.9659000002], [490931.7921000002, 1098686.3885999992], [490943.4168999996, 1098685.6959000006], [490958.32689999975, 1098684.4958999995], [490957.9168999996, 1098671.3559000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
97,99,MERCADO NACIONAL DE ARTESANÍAS - NUEVO,MERCADO NAC. ARTESANÍAS,COMERCIAL,MERCADO,MUNICIPAL,4,"{'rings': [[[491581.5362999998, 1098144.0636999998], [491618.6453, 1098142.3884999994], [491613.2488000002, 1098121.2871000003], [491578.5170999998, 1098128.5297999997], [491581.5362999998, 1098144.0636999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
98,100,SUPERMERCADO PLAZA FERROCARRIL,SUPER FERROCARRIL,COMERCIAL,MERCADO,PRIVADO,3,"{'rings': [[[489916.2204, 1097708.3237999994], [489908.86789999995, 1097720.0723], [489901.1020999998, 1097731.6942999996], [489893.65309999976, 1097742.6546999998], [489831.28890000004, 1097836.0150000006], [489848.63329999987, 1097845.789999999], [489875.6233000001, 1097805.3966000006], [489914.12150000036, 1097747.7796999998], [489918.3219999997, 1097708.8955000006], [489916.2204, 1097708.3237999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
99,101,SUPERMERCADO MAXICONSUMO,SUPER MAXICONSUMO,COMERCIAL,SUPERMERCADO,PRIVADO,3,"{'rings': [[[489890.61930000037, 1097627.855799999], [489890.0758999996, 1097624.7573000006], [489888.6392999999, 1097623.355799999], [489866.24930000026, 1097627.7457999997], [489873.2792999996, 1097666.0857999995], [489868.75930000003, 1097667.0857999995], [489870.75930000003, 1097678.8758000005], [489899.2893000003, 1097673.4257999994], [489892.17929999996, 1097635.2158000004], [489895.5493000001, 1097634.5358000007], [489894.32019999996, 1097628.5204000007], [489890.8492999999, 1097629.1258000005], [489890.61930000037, 1097627.855799999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
100,102,MERCADO MAYOREO,MERCADO MAYOREO,COMERCIAL,MERCADO,MUNICIPAL,3,"{'rings': [[[489765.51570000034, 1098136.4716999996], [489741.1607999997, 1098068.6835999992], [489740.09580000024, 1098069.082800001], [489738.6445000004, 1098065.3189000003], [489727.7781999996, 1098069.486300001], [489755.0131000001, 1098140.4996000007], [489765.51570000034, 1098136.4716999996]], [[489745.5005999999, 1098140.0262000002], [489721.8432, 1098076.2588999998], [489716.6096000001, 1098078.4093999993], [489716.49679999985, 1098078.1349999998], [489709.8800999997, 1098080.9113999996], [489728.2109000003, 1098129.9356999993], [489733.8957000002, 1098145.1521000005], [489740.60030000005, 1098142.6472999994], [489740.32969999965, 1098141.9286000002], [489745.5005999999, 1098140.0262000002]], [[489773.44859999977, 1098096.5366999991], [489758.52610000037, 1098051.1340999994], [489760.00769999996, 1098050.7106999997], [489749.00100000016, 1098017.5847999994], [489746.9901999999, 1098018.008199999], [489747.3076999998, 1098018.7489999998], [489742.6509999996, 1098020.2306999993], [489744.6618999997, 1098026.5807000007], [489743.0744000003, 1098027.0040000007], [489744.87349999975, 1098032.8248999994], [489744.13269999996, 1098033.1424000002], [489745.0851999996, 1098035.6823999994], [489745.9319000002, 1098035.4706999995], [489747.51939999964, 1098041.609099999], [489751.16000000015, 1098053.5894000009], [489749.9534999998, 1098053.9915999994], [489750.9060000004, 1098056.8490999993], [489749.4243999999, 1098057.3783], [489752.49349999987, 1098065.9507999998], [489753.8694000002, 1098065.421599999], [489754.6102, 1098068.1733], [489752.9168999996, 1098068.9141000006], [489754.82189999986, 1098074.5232999995], [489754.1869000001, 1098074.5232999995], [489763.1826999998, 1098102.4633000009], [489768.1568999998, 1098100.7699999996], [489767.5747999996, 1098098.6004000008], [489773.44859999977, 1098096.5366999991]], [[489709.06340000033, 1098154.1581999995], [489685.1485000001, 1098089.8849999998], [489678.44159999955, 1098092.2716000006], [489702.46470000036, 1098156.6952999998], [489709.06340000033, 1098154.1581999995]], [[489685.33440000005, 1098163.1916000005], [489661.09190000035, 1098098.7804000005], [489654.5240000002, 1098101.4265], [489678.6442999998, 1098165.5790999997], [489685.33440000005, 1098163.1916000005]], [[489743.93479999993, 1098053.5123999994], [489734.2971999999, 1098025.3407000005], [489729.2034999998, 1098027.0833], [489738.84109999985, 1098055.2548999991], [489734.40309999976, 1098056.7731999997], [489735.77890000027, 1098060.7949], [489744.04669999983, 1098057.9664999992], [489742.67080000043, 1098053.9448000006], [489743.93479999993, 1098053.5123999994]], [[489748.7894000001, 1098014.0077], [489749.31850000005, 1098003.3184999991], [489750.6944000004, 1097988.8192999996], [489747.8766000001, 1097992.3383000009], [489745.13150000013, 1097995.6455000006], [489742.15490000043, 1098002.3924000002], [489741.03050000034, 1098006.3280999996], [489741.2949999999, 1098006.295], [489740.99739999976, 1098007.0227000006], [489740.66669999994, 1098010.3960999995], [489740.99739999976, 1098010.3960999995], [489742.6179999998, 1098015.9524000008], [489741.9565000003, 1098016.1508000009], [489742.6509999996, 1098018.3335999995], [489747.81039999984, 1098016.7792000007], [489747.7309999997, 1098016.3359999992], [489749.00100000016, 1098016.2302], [489748.7894000001, 1098014.0077]], [[489716.3514999999, 1098068.5776000004], [489714.6122000003, 1098064.0757999998], [489682.01549999975, 1098076.6699], [489683.7548000002, 1098081.1717000008], [489716.3514999999, 1098068.5776000004]], [[489785.0730999997, 1097932.6110999994], [489773.60759999976, 1097925.1670999993], [489769.75370000023, 1097931.1030000001], [489781.21920000017, 1097938.5470000003], [489785.0730999997, 1097932.6110999994]], [[489730.6375000002, 1098062.5360000003], [489728.89969999995, 1098058.0431999993], [489717.6814000001, 1098062.3824000005], [489719.4190999996, 1098066.8750999998], [489730.6375000002, 1098062.5360000003]], [[489651.3216000004, 1098142.9689000007], [489648.78160000034, 1098136.1954999994], [489643.1216000002, 1098138.318], [489645.6616000002, 1098145.0912999995], [489651.3216000004, 1098142.9689000007]], [[489783.5703999996, 1097920.0560999997], [489781.5011999998, 1097918.7997999992], [489778.8024000004, 1097923.2447999995], [489780.8717, 1097924.5011], [489783.5703999996, 1097920.0560999997]], [[489648.64219999965, 1098135.3421999998], [489647.9807000002, 1098133.0271000005], [489644.2329000002, 1098134.0978999995], [489644.8942999998, 1098136.4130000006], [489648.64219999965, 1098135.3421999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
101,103,MERCADO DE CARNES,MERCADO DE CARNES,COMERCIAL,MERCADO,MUNICIPAL,2,"{'rings': [[[491012.8350999998, 1098615.7764999997], [491014.55200000014, 1098615.6085], [491028.01300000027, 1098614.2918999996], [491036.7943000002, 1098613.4331999999], [491036.40639999975, 1098609.1914000008], [491035.24729999993, 1098596.7236000001], [491033.01680000033, 1098573.3762999997], [491003.3169, 1098575.9616999999], [491005.7451999998, 1098612.7343000006], [491005.9779000003, 1098616.2577999998], [491010.69959999993, 1098615.9854000006], [491012.8350999998, 1098615.7764999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
102,104,MERCADO LA COCA COLA,MERCADO LA COCA COLA,COMERCIAL,MERCADO,MUNICIPAL,2,"{'rings': [[[490617.6930999998, 1098664.2959000003], [490615.29110000003, 1098647.2522999998], [490612.2285000002, 1098622.3806999996], [490607.20189999975, 1098623.0053000003], [490606.12990000006, 1098615.9936999995], [490589.5318999998, 1098617.2622999996], [490588.9685000004, 1098612.3933000006], [490565.45689999964, 1098614.4571000002], [490527.45330000017, 1098617.7928999998], [490529.04669999983, 1098636.0858999994], [490530.72809999995, 1098635.9165000003], [490532.56570000015, 1098654.1516999993], [490534.3979000002, 1098672.3326999992], [490617.6930999998, 1098664.2959000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
103,105,PEQUEÑO MUNDO,PEQUEÑO MUNDO,COMERCIAL,SUPERMERCADO,PRIVADO,5,"{'rings': [[[492491.4024, 1096498.6612], [492455.51669999957, 1096453.8411999997], [492406.2631000001, 1096491.4805999994], [492428.6116000004, 1096520.2983999997], [492431.2901999997, 1096523.7495000008], [492463.65270000044, 1096502.6190000009], [492463.5887000002, 1096502.1075999998], [492486.02080000006, 1096499.3813000005], [492491.4024, 1096498.6612]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
104,106,CENTRO COMERCIAL LA BERBENA,CENTRO COMERCIAL LA BERBENA,COMERCIAL,CENTRO COMERCIAL,PRIVADO,10,"{'rings': [[[489476.8526999997, 1096432.7079000007], [489491.7050999999, 1096468.6512000002], [489421.8803000003, 1096496.3693000004], [489425.0284000002, 1096504.5545000006], [489423.57320000045, 1096505.3483000007], [489424.3669999996, 1096507.5972000007], [489428.8649000004, 1096510.1108], [489435.7440999998, 1096507.5972000007], [489437.9929999998, 1096502.7024000008], [489489.4545999998, 1096481.6679999996], [489494.48170000035, 1096483.9169999994], [489500.56709999964, 1096481.8003000002], [489502.8161000004, 1096476.7731999997], [489495.40770000033, 1096457.8554999996], [489525.83490000013, 1096445.6845999993], [489525.96719999984, 1096447.139799999], [489529.9358999999, 1096449.9178999998], [489531.5234000003, 1096449.7857000008], [489534.1693000002, 1096468.9680000003], [489541.4171000002, 1096467.9559000004], [489537.7411000002, 1096440.7897999994], [489536.02130000014, 1096435.2335], [489537.07969999965, 1096434.5721000005], [489531.12650000025, 1096420.0199999996], [489536.15359999985, 1096417.638699999], [489532.97860000003, 1096410.3627000004], [489476.8526999997, 1096432.7079000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
105,107,CENTRO COMERCIAL PLAZA AMÉRICA,PLAZA AMÉRICA,COMERCIAL,CENTRO COMERCIAL,PRIVADO,10,"{'rings': [[[489091.8420000002, 1096137.450099999], [489103.3699000003, 1096132.667199999], [489105.04000000004, 1096136.5211999994], [489105.4780000001, 1096136.4903999995], [489112.49810000043, 1096133.8577999994], [489113.4106999999, 1096135.932], [489124.70550000016, 1096135.1371], [489139.8364000004, 1096134.2059000004], [489139.0181999998, 1096130.012599999], [489158.0398000004, 1096121.5802999996], [489153.4779000003, 1096108.1228999998], [489144.1233000001, 1096086.5435000006], [489150.0451999996, 1096084.1905000005], [489157.4824000001, 1096081.2541000005], [489156.9417000003, 1096077.3542999998], [489157.06740000006, 1096077.3395000007], [489156.24590000045, 1096073.6429999992], [489157.0396999996, 1096073.6429999992], [489156.24590000045, 1096069.3566999994], [489141.4820999997, 1096071.8967000004], [489140.8470999999, 1096067.9279999994], [489133.0684000002, 1096069.3566999994], [489128.7821000004, 1096072.6905000005], [489129.7346000001, 1096076.1830000002], [489099.5719999997, 1096090.2588999998], [489097.1908, 1096084.9671999998], [489091.10539999977, 1096088.1422000006], [489086.3428999996, 1096086.2901000008], [489083.6969999997, 1096079.6755], [489079.19909999985, 1096082.0568000004], [489050.3594000004, 1096017.2336999997], [489036.4592000004, 1096023.704500001], [489036.65919999965, 1096024.0993000008], [489038.0965, 1096026.9647000004], [489059.6947999997, 1096074.2247000001], [489061.22169999965, 1096077.6283999998], [489064.2026000004, 1096084.2730999999], [489081.3716000002, 1096122.2186999992], [489088.46439999994, 1096137.6877999995], [489091.8420000002, 1096137.450099999]], [[489048.07019999996, 1096042.4059999995], [489056.7686999999, 1096038.6780999992], [489062.48369999975, 1096052.0131], [489053.78529999964, 1096055.7410000004], [489048.07019999996, 1096042.4059999995]], [[489122.4689999996, 1096055.0189999994], [489181.3284999998, 1096033.0029000007], [489178.5833999999, 1096024.7677999996], [489175.57749999966, 1096021.3347999994], [489174.20189999975, 1096021.8237999994], [489158.17310000025, 1096027.4870999996], [489143.24170000013, 1096032.9537000004], [489127.7363, 1096039.1524], [489120.3278999999, 1096025.7248], [489113.52410000004, 1096014.5942000002], [489108.5963000003, 1096005.5227000006], [489103.34049999993, 1095998.8348999992], [489100.92009999976, 1095998.5881999992], [489097.7619000003, 1095991.7360999994], [489086.15950000007, 1095965.3742999993], [489079.96640000027, 1095968.4708999991], [489078.22009999957, 1095968.7884], [489077.5850999998, 1095962.2796], [489065.59949999955, 1095963.4703000002], [489065.28199999966, 1095960.2159000002], [489056.23319999967, 1095961.1684000008], [489056.55069999956, 1095972.9953000005], [489057.9001000002, 1095972.9158999994], [489058.4556999998, 1095982.2821999993], [489062.10699999984, 1095983.9491000008], [489067.2664000001, 1095980.6947000008], [489070.04449999984, 1095980.3772], [489070.36199999973, 1095983.3140999991], [489060.3607000001, 1095987.9971999992], [489060.99569999985, 1095987.9971999992], [489064.3295, 1095995.2996999994], [489064.8057000004, 1095996.2522], [489069.0126, 1095994.4266], [489069.8064000001, 1095994.6646999996], [489066.9489000002, 1096001.2528000008], [489074.17200000025, 1096003.4754000008], [489084.8082999997, 1095998.8716000002], [489087.8245000001, 1096005.3804000001], [489089.72950000037, 1096004.5866], [489097.1908, 1096021.7315999996], [489102.58829999994, 1096020.1440999992], [489118.9029000001, 1096056.2579999994], [489114.95320000034, 1096058.3588999994], [489116.2231999999, 1096061.5339000002], [489118.3399, 1096062.0629999992], [489124.37239999976, 1096060.1579999998], [489122.4689999996, 1096055.0189999994]], [[489092.7849000003, 1096005.3641999997], [489101.48330000043, 1096001.6362999994], [489107.1984000001, 1096014.9714000002], [489098.49990000017, 1096018.6993000004], [489092.7849000003, 1096005.3641999997]], [[489045.3323999997, 1096010.6191000007], [489025.6712999996, 1095968.9989], [489014.88740000036, 1095973.5494], [489012.3519000001, 1095974.9773999993], [489015.53839999996, 1095983.0977999996], [489018.08359999955, 1095988.2918999996], [489020.5296, 1095990.4760999996], [489023.7846999997, 1095993.9483000003], [489025.9548000004, 1095997.6373999994], [489033.7670999998, 1096012.6110999994], [489034.4896, 1096012.6329999994], [489035.33160000015, 1096014.4656000007], [489045.3323999997, 1096010.6191000007]], [[489206.1919, 1096072.2717000004], [489204.00129999965, 1096066.9844000004], [489203.54590000026, 1096059.8710999992], [489203.3864000002, 1096059.7668999992], [489161.4846999999, 1096068.0866999999], [489162.1331000002, 1096071.7181000002], [489176.98139999993, 1096069.0475999992], [489178.26970000006, 1096077.7656999994], [489180.94969999976, 1096077.3703000005], [489206.1919, 1096072.2717000004]], [[489183.85080000013, 1096045.6588000003], [489182.4749999996, 1096044.2829999998], [489180.43929999974, 1096044.8139999993], [489179.6174999997, 1096046.8230000008], [489181.3108000001, 1096048.7280000001], [489183.53330000024, 1096048.0930000003], [489183.85080000013, 1096045.6588000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
106,108,SUPERMERCADO MEGASUPER SAN SEBASTIÁN,MEGASUPER,COMERCIAL,SUPERMERCADO,PRIVADO,11,"{'rings': [[[491613.92370000016, 1096172.117900001], [491641.79339999985, 1096181.8723000009], [491642.8384999996, 1096179.6078999992], [491656.2507999996, 1096184.1367000006], [491657.81850000005, 1096178.7369999997], [491683.4238, 1096187.6204000004], [491681.6819000002, 1096191.1041], [491690.04279999994, 1096194.0653000008], [491691.4363000002, 1096190.5815999992], [491711.81599999964, 1096197.7232000008], [491717.5641999999, 1096182.5691], [491725.75090000033, 1096185.3560000006], [491732.5440999996, 1096166.7182], [491724.70579999965, 1096159.924900001], [491627.8585999999, 1096126.6555000003], [491625.0716000004, 1096136.0614999998], [491616.88489999995, 1096133.1002999991], [491610.6141999997, 1096154.1767999995], [491618.80090000015, 1096156.0928000007], [491613.92370000016, 1096172.117900001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
